RPM,COOLANT_TEMP,MAF,THROTTLE_POS,INTAKE_TEMP,TIMING_ADVANCE,ENGINE_LOAD,ELM_VOLTAGE,SPEED,O2_S1_WR_CURRENT,O2_S5_WR_CURRENT,O2_B1S2,O2_B2S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_2
1668.0,87,8.5,14.509803921568627,33,-4.0,20.392156862745097,13.7,0.0,0.05859375,0.0390625,0.445,0.44,0.78125,1.5625,0.78125,-2.34375
958.25,87,4.75,12.549019607843137,33,14.0,21.176470588235293,13.6,0.0,-0.015625,-0.0078125,0.44,0.44,0.0,1.5625,0.0,-2.34375
800.0,87,4.0,12.549019607843137,33,18.0,21.96078431372549,13.6,0.0,-0.0859375,-0.08984375,0.44,0.445,-1.5625,1.5625,-1.5625,-2.34375
701.75,87,3.75,12.549019607843137,33,14.0,23.529411764705884,13.6,0.0,-0.0703125,-0.0625,0.44,0.445,-2.34375,1.5625,-2.34375,-2.34375
626.0,87,3.75,12.156862745098039,33,9.0,25.49019607843137,13.6,0.0,0.0,0.015625,0.445,0.445,-1.5625,1.5625,-1.5625,-2.34375
603.5,87,3.75,12.156862745098039,33,5.0,26.666666666666668,13.6,0.0,0.02734375,0.01171875,0.445,0.445,-0.78125,1.5625,-0.78125,-2.34375
593.75,87,3.5,12.156862745098039,33,5.0,27.058823529411764,13.6,0.0,0.0078125,0.0,0.445,0.445,-0.78125,1.5625,-0.78125,-2.34375
598.75,87,3.5,12.156862745098039,33,5.0,27.058823529411764,13.6,0.0,0.00390625,0.0,0.445,0.445,-0.78125,1.5625,-0.78125,-2.34375
592.5,87,3.5,12.156862745098039,33,4.5,27.45098039215686,13.7,0.0,0.00390625,0.01171875,0.445,0.445,-0.78125,1.5625,0.0,-2.34375
595.5,87,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,0.0,0.00390625,0.445,0.44,-0.78125,1.5625,0.0,-2.34375
600.5,87,3.5,12.156862745098039,33,4.5,27.45098039215686,13.7,0.0,-0.015625,0.0,0.445,0.44,-0.78125,1.5625,0.0,-2.34375
601.0,87,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,-0.0078125,-0.015625,0.44,0.44,-0.78125,1.5625,0.0,-2.34375
591.25,87,3.75,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,0.00390625,-0.01953125,0.445,0.44,-0.78125,1.5625,0.0,-2.34375
595.0,87,3.75,12.156862745098039,33,3.5,27.45098039215686,13.7,0.0,-0.015625,-0.01171875,0.44,0.445,-0.78125,1.5625,0.0,-2.34375
604.0,87,3.5,12.156862745098039,33,3.5,27.45098039215686,13.6,0.0,-0.00390625,-0.01171875,0.44,0.44,-0.78125,1.5625,0.0,-2.34375
596.25,87,3.75,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,-0.01171875,-0.015625,0.445,0.445,-0.78125,1.5625,-0.78125,-2.34375
598.0,87,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,-0.015625,0.00390625,0.44,0.445,-0.78125,1.5625,0.0,-2.34375
597.5,88,3.5,12.156862745098039,33,5.0,27.45098039215686,13.6,0.0,-0.01171875,0.0,0.445,0.44,-0.78125,1.5625,0.0,-2.34375
598.75,88,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,0.0078125,0.0078125,0.445,0.44,0.0,1.5625,0.0,-2.34375
598.0,88,3.5,12.156862745098039,33,3.5,27.45098039215686,13.7,0.0,0.0,-0.00390625,0.44,0.44,0.0,1.5625,0.0,-2.34375
596.75,88,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,0.00390625,-0.0078125,0.44,0.44,0.0,1.5625,0.0,-2.34375
605.25,88,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,-0.01953125,-0.0078125,0.44,0.445,0.0,1.5625,0.0,-2.34375
603.0,88,3.5,12.156862745098039,33,4.5,27.45098039215686,13.7,0.0,0.0,-0.0078125,0.44,0.44,0.0,1.5625,0.0,-2.34375
592.5,88,3.5,12.156862745098039,33,3.5,27.45098039215686,13.6,0.0,0.0,0.00390625,0.445,0.44,0.0,1.5625,0.78125,-2.34375
596.25,88,3.5,12.156862745098039,33,5.0,27.45098039215686,13.6,0.0,-0.01171875,-0.01171875,0.445,0.44,0.0,1.5625,0.0,-2.34375
599.25,88,3.5,12.156862745098039,33,4.5,27.45098039215686,13.7,0.0,-0.01171875,-0.01171875,0.445,0.44,0.0,1.5625,0.0,-2.34375
603.0,88,3.5,12.156862745098039,33,4.5,27.058823529411764,13.6,0.0,-0.03515625,-0.01171875,0.44,0.445,0.0,1.5625,0.0,-2.34375
595.5,88,3.5,12.156862745098039,33,5.0,27.45098039215686,13.6,0.0,-0.0234375,-0.0078125,0.445,0.44,-0.78125,1.5625,0.0,-2.34375
593.75,88,3.5,12.156862745098039,33,4.5,27.45098039215686,13.7,0.0,0.0,-0.0078125,0.445,0.44,0.0,1.5625,0.0,-2.34375
592.5,88,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,-0.015625,-0.01171875,0.44,0.445,-0.78125,1.5625,0.0,-2.34375
594.25,88,3.5,12.156862745098039,33,4.5,27.45098039215686,13.7,0.0,-0.0234375,-0.03125,0.44,0.445,-0.78125,1.5625,0.0,-2.34375
596.75,88,3.5,12.156862745098039,33,6.0,27.45098039215686,13.6,0.0,-0.015625,-0.01953125,0.44,0.44,-0.78125,1.5625,0.0,-2.34375
596.25,88,3.75,12.156862745098039,33,5.0,27.45098039215686,13.7,0.0,0.00390625,-0.00390625,0.44,0.445,-0.78125,1.5625,0.0,-2.34375
598.0,88,3.5,12.156862745098039,33,3.5,27.45098039215686,13.6,0.0,-0.0078125,0.00390625,0.445,0.44,-0.78125,1.5625,0.0,-2.34375
591.25,88,3.75,12.156862745098039,33,3.5,27.45098039215686,13.7,0.0,0.00390625,0.00390625,0.445,0.44,0.0,1.5625,0.0,-2.34375
608.5,88,3.75,12.156862745098039,33,3.5,27.45098039215686,13.7,0.0,0.00390625,0.01171875,0.445,0.44,0.0,1.5625,0.78125,-2.34375
606.5,88,3.75,12.156862745098039,33,3.0,27.45098039215686,13.6,0.0,0.00390625,-0.01171875,0.445,0.445,0.0,1.5625,0.78125,-2.34375
599.25,88,3.75,12.156862745098039,33,3.5,27.45098039215686,13.6,0.0,0.00390625,-0.01171875,0.445,0.44,0.78125,1.5625,0.78125,-2.34375
598.75,88,3.75,12.156862745098039,33,3.5,27.45098039215686,13.6,0.0,0.0078125,-0.01171875,0.44,0.445,0.78125,1.5625,0.78125,-2.34375
594.25,89,3.5,12.156862745098039,33,4.5,27.45098039215686,13.7,0.0,0.0078125,-0.00390625,0.445,0.445,0.78125,1.5625,0.78125,-2.34375
595.0,89,3.5,12.156862745098039,33,4.5,27.45098039215686,13.7,0.0,-0.01953125,-0.01171875,0.44,0.445,0.78125,1.5625,0.78125,-2.34375
601.75,89,3.5,12.156862745098039,33,4.5,27.058823529411764,13.7,0.0,-0.04296875,-0.03125,0.44,0.44,0.0,1.5625,0.0,-2.34375
597.5,89,3.5,12.156862745098039,33,4.5,27.058823529411764,13.6,0.0,-0.0390625,-0.0390625,0.445,0.44,0.0,1.5625,0.0,-2.34375
594.25,89,3.5,12.156862745098039,33,5.0,27.45098039215686,13.6,0.0,-0.015625,-0.02734375,0.44,0.44,0.0,1.5625,0.0,-2.34375
592.5,89,3.5,12.156862745098039,33,5.0,27.45098039215686,13.7,0.0,-0.00390625,-0.0078125,0.445,0.44,0.0,1.5625,0.0,-2.34375
583.25,89,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,-0.00390625,0.00390625,0.445,0.44,0.0,1.5625,0.0,-2.34375
590.75,89,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,-0.0078125,0.00390625,0.445,0.44,0.0,1.5625,0.0,-2.34375
600.5,89,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,-0.015625,-0.00390625,0.445,0.44,0.0,1.5625,0.0,-2.34375
637.0,89,9.0,14.901960784313726,33,-13.5,38.8235294117647,13.6,0.0,0.0,-0.015625,0.445,0.44,-0.78125,1.5625,0.0,-2.34375
640.25,89,3.75,12.156862745098039,33,0.5,28.235294117647058,13.6,0.0,-0.08203125,-0.07421875,0.44,0.44,-2.34375,1.5625,-1.5625,-2.34375
609.0,89,3.75,12.156862745098039,33,5.0,27.45098039215686,13.6,0.0,0.0234375,0.015625,0.445,0.445,-1.5625,1.5625,-0.78125,-2.34375
604.0,89,3.5,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,0.04296875,0.03515625,0.445,0.44,0.0,1.5625,0.0,-2.34375
604.0,89,3.75,12.156862745098039,34,3.5,27.45098039215686,13.6,0.0,0.02734375,0.015625,0.445,0.445,0.0,1.5625,0.78125,-2.34375
589.5,89,3.5,12.156862745098039,34,3.5,27.45098039215686,13.6,0.0,0.015625,0.01171875,0.445,0.44,0.78125,1.5625,0.78125,-2.34375
596.25,89,3.75,12.156862745098039,33,3.5,27.45098039215686,13.7,0.0,0.0078125,0.00390625,0.445,0.44,0.78125,1.5625,0.78125,-2.34375
602.25,89,3.75,12.156862745098039,33,4.5,27.45098039215686,13.6,0.0,0.0,0.0,0.44,0.44,0.78125,1.5625,0.78125,-2.34375
593.75,89,3.75,12.156862745098039,34,3.5,27.45098039215686,13.6,0.0,0.0078125,-0.00390625,0.445,0.44,0.78125,1.5625,0.78125,-2.34375
597.5,89,3.5,12.156862745098039,34,4.5,27.45098039215686,13.7,0.0,-0.0078125,-0.015625,0.44,0.445,0.78125,1.5625,0.78125,-2.34375
607.25,89,3.5,12.156862745098039,34,3.5,27.45098039215686,13.6,0.0,-0.01953125,-0.01953125,0.44,0.445,0.78125,1.5625,0.78125,-2.34375
596.25,89,3.5,12.156862745098039,34,3.0,27.45098039215686,13.7,0.0,-0.02734375,-0.01953125,0.44,0.445,0.78125,1.5625,0.78125,-2.34375
595.5,89,3.5,12.156862745098039,34,4.5,27.45098039215686,13.7,0.0,-0.03125,-0.03125,0.44,0.445,0.0,1.5625,0.0,-2.34375
598.75,89,3.5,12.156862745098039,34,4.5,27.058823529411764,13.6,0.0,-0.05078125,-0.04296875,0.445,0.44,0.0,1.5625,0.0,-2.34375
597.5,89,3.5,12.156862745098039,34,5.0,27.058823529411764,13.7,0.0,-0.0546875,-0.046875,0.445,0.44,-0.78125,1.5625,-0.78125,-2.34375
606.0,89,3.5,12.156862745098039,34,5.0,27.058823529411764,13.6,0.0,-0.03125,-0.01953125,0.44,0.445,-0.78125,1.5625,-0.78125,-2.34375
593.75,89,3.5,12.156862745098039,34,6.0,27.058823529411764,13.6,0.0,0.0,-0.00390625,0.44,0.445,-0.78125,1.5625,-0.78125,-2.34375
595.5,89,3.5,12.156862745098039,34,5.0,27.45098039215686,13.6,0.0,0.0,0.00390625,0.445,0.445,-0.78125,1.5625,0.0,-2.34375
593.25,89,3.5,12.156862745098039,34,6.0,27.058823529411764,13.6,0.0,-0.00390625,0.00390625,0.445,0.44,0.0,1.5625,0.0,-2.34375
601.75,89,3.5,12.156862745098039,34,6.5,27.058823529411764,13.7,0.0,-0.0078125,-0.0078125,0.44,0.445,0.0,1.5625,0.0,-2.34375
598.75,89,3.75,12.156862745098039,34,4.5,27.45098039215686,13.6,0.0,-0.00390625,-0.00390625,0.44,0.44,0.0,1.5625,0.0,-2.34375
596.75,89,3.75,12.156862745098039,34,3.5,27.84313725490196,13.6,0.0,0.00390625,-0.01171875,0.445,0.445,0.0,1.5625,0.0,-2.34375
601.0,90,3.5,12.156862745098039,34,5.0,27.45098039215686,13.6,0.0,0.0,0.00390625,0.445,0.44,0.0,1.5625,0.0,-2.34375
599.25,90,3.5,12.156862745098039,34,5.0,27.45098039215686,13.7,0.0,-0.0078125,0.0,0.445,0.44,0.0,1.5625,0.0,-2.34375
603.5,90,3.5,12.156862745098039,34,3.5,27.45098039215686,13.6,0.0,-0.01171875,0.00390625,0.445,0.44,0.0,1.5625,0.78125,-2.34375
597.5,90,3.5,12.156862745098039,34,3.5,27.45098039215686,13.6,0.0,-0.00390625,-0.01171875,0.445,0.44,0.78125,1.5625,0.78125,-2.34375
598.75,90,3.5,12.156862745098039,34,4.5,27.45098039215686,13.7,0.0,0.0,-0.0078125,0.445,0.44,0.78125,1.5625,0.78125,-2.34375
592.0,90,3.75,12.156862745098039,34,3.5,27.84313725490196,13.6,0.0,0.0,-0.0078125,0.44,0.445,0.78125,1.5625,0.78125,-2.34375
595.5,90,3.5,12.156862745098039,34,3.5,27.84313725490196,13.6,0.0,-0.01171875,-0.015625,0.445,0.445,0.78125,1.5625,0.78125,-2.34375
609.0,90,3.75,12.156862745098039,34,3.0,27.45098039215686,13.6,0.0,-0.01171875,-0.015625,0.445,0.44,0.78125,1.5625,0.0,-2.34375
585.75,90,3.5,12.156862745098039,34,4.5,27.45098039215686,13.7,0.0,-0.01171875,-0.015625,0.44,0.445,0.0,1.5625,0.0,-2.34375
603.5,90,3.5,12.156862745098039,34,3.5,27.45098039215686,13.7,0.0,-0.01171875,-0.0078125,0.44,0.445,0.0,1.5625,0.0,-2.34375
597.5,90,3.5,12.156862745098039,34,4.5,27.45098039215686,13.7,0.0,-0.0078125,-0.00390625,0.44,0.445,0.78125,1.5625,0.78125,-2.34375
594.25,90,3.5,12.156862745098039,34,4.5,27.45098039215686,13.7,0.0,-0.01171875,-0.0078125,0.445,0.445,0.0,1.5625,0.78125,-2.34375
596.75,90,3.5,12.156862745098039,34,5.0,27.45098039215686,13.7,0.0,-0.01171875,-0.0078125,0.44,0.44,0.0,1.5625,0.78125,-2.34375
592.0,90,3.5,12.156862745098039,34,5.0,27.45098039215686,13.7,0.0,-0.0078125,-0.00390625,0.44,0.44,0.0,1.5625,0.78125,-2.34375
602.25,90,3.5,12.156862745098039,34,4.5,27.45098039215686,13.6,0.0,-0.00390625,-0.0078125,0.445,0.445,0.0,1.5625,0.78125,-2.34375
599.75,90,3.5,12.156862745098039,34,3.5,27.45098039215686,13.6,0.0,-0.01171875,-0.01953125,0.44,0.44,0.0,1.5625,0.0,-2.34375
601.75,90,3.5,12.156862745098039,34,6.0,27.45098039215686,13.6,0.0,-0.015625,-0.01171875,0.445,0.445,0.0,1.5625,0.0,-2.34375
594.25,90,3.5,12.156862745098039,34,4.5,27.45098039215686,13.6,0.0,-0.0078125,-0.01171875,0.44,0.445,0.0,1.5625,0.0,-2.34375
601.75,90,3.5,12.156862745098039,34,4.5,27.45098039215686,13.6,0.0,-0.015625,-0.00390625,0.44,0.44,0.0,1.5625,0.0,-2.34375
594.25,90,3.5,12.156862745098039,34,4.5,27.45098039215686,13.7,0.0,-0.01953125,-0.015625,0.44,0.44,0.0,1.5625,0.0,-2.34375
598.75,90,3.5,12.156862745098039,34,3.5,27.45098039215686,13.7,0.0,-0.00390625,-0.015625,0.44,0.44,0.0,1.5625,0.0,-2.34375
592.0,90,3.5,12.156862745098039,34,4.5,27.45098039215686,13.7,0.0,-0.00390625,0.0,0.44,0.44,0.0,1.5625,0.0,-2.34375
593.25,90,3.5,12.156862745098039,34,3.0,27.84313725490196,13.7,0.0,-0.01171875,-0.0078125,0.445,0.44,0.0,1.5625,0.0,-2.34375
599.75,90,3.5,12.156862745098039,34,3.5,27.84313725490196,13.6,0.0,-0.0234375,-0.015625,0.445,0.445,0.0,1.5625,0.0,-2.34375
