RPM,COOLANT_TEMP,MAF,THROTTLE_POS,INTAKE_TEMP,TIMING_ADVANCE,ENGINE_LOAD,ELM_VOLTAGE,SPEED,O2_S1_WR_CURRENT,O2_S5_WR_CURRENT,O2_B1S2,O2_B2S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_2
3008.25,90,17.75,18.03921568627451,36,53.0,20.0,13.7,55.0,-0.078125,-0.0859375,0.445,0.445,-1.5625,2.34375,-2.34375,-2.34375
2990.5,90,17.75,18.03921568627451,36,52.5,20.0,13.6,53.0,-0.08203125,-0.10546875,0.445,0.445,-1.5625,2.34375,-3.125,-2.34375
2998.5,90,18.0,18.431372549019606,36,51.5,20.784313725490197,13.7,53.0,-0.078125,-0.0625,0.445,0.445,-1.5625,2.34375,-3.125,-2.34375
2994.75,90,17.75,18.431372549019606,36,51.5,20.784313725490197,13.7,53.0,-0.06640625,-0.109375,0.445,0.445,-1.5625,2.34375,-2.34375,-2.34375
2988.75,90,18.0,18.431372549019606,36,51.5,20.784313725490197,13.7,53.0,-0.09765625,-0.1015625,0.44,0.445,-1.5625,2.34375,-3.125,-2.34375
2987.5,90,19.75,18.823529411764707,36,51.5,22.352941176470587,13.7,53.0,-0.1484375,-0.1171875,0.445,0.445,-2.34375,2.34375,-3.125,-2.34375
3016.25,90,22.75,19.607843137254903,36,50.0,25.098039215686274,13.6,53.0,-0.03515625,-0.07421875,0.445,0.445,-3.125,2.34375,-4.6875,-2.34375
3016.75,90,23.0,19.607843137254903,36,51.0,25.49019607843137,13.7,53.0,0.046875,0.02734375,0.445,0.445,-0.78125,2.34375,-2.34375,-2.34375
3027.25,90,21.75,19.607843137254903,36,51.0,25.098039215686274,13.7,55.0,-0.01953125,0.0,0.445,0.445,-1.5625,2.34375,-3.125,-2.34375
3035.25,90,23.5,20.0,36,49.5,25.88235294117647,13.7,55.0,-0.0703125,-0.05859375,0.445,0.445,-2.34375,2.34375,-3.125,-2.34375
3069.25,90,24.25,20.392156862745097,35,48.0,27.45098039215686,13.7,55.0,0.00390625,-0.0078125,0.445,0.445,-1.5625,2.34375,-3.90625,-2.34375
3098.0,90,26.5,21.176470588235293,35,46.5,30.19607843137255,13.6,56.0,0.03515625,-0.015625,0.44,0.445,-3.125,2.34375,-3.125,-2.34375
3159.75,90,33.0,22.745098039215687,35,36.0,36.07843137254902,13.7,56.0,0.03515625,-0.03125,0.445,0.445,-1.5625,2.34375,-3.90625,-2.34375
3211.0,90,35.75,23.529411764705884,35,34.5,38.431372549019606,13.6,57.0,0.0078125,0.01953125,0.445,0.445,1.5625,2.34375,-1.5625,-2.34375
3258.5,90,38.25,24.313725490196077,35,33.5,40.0,13.6,58.0,0.0390625,-0.0078125,0.445,0.445,1.5625,2.34375,-1.5625,-2.34375
3313.5,90,38.25,24.313725490196077,35,33.5,40.0,13.7,58.0,-0.046875,-0.01953125,0.445,0.445,-0.78125,2.34375,-0.78125,-2.34375
3341.0,90,38.75,24.313725490196077,35,34.5,40.0,13.7,60.0,-0.05078125,-0.02734375,0.445,0.445,0.0,2.34375,0.0,-2.34375
3385.5,90,38.0,24.313725490196077,35,35.0,39.6078431372549,13.7,61.0,0.015625,0.00390625,0.445,0.445,-1.5625,2.34375,0.78125,-2.34375
3442.75,90,40.25,24.705882352941178,35,34.5,40.78431372549019,13.6,62.0,0.01171875,0.01953125,0.445,0.445,0.78125,2.34375,1.5625,-2.34375
3498.5,90,40.25,24.705882352941178,35,33.5,41.1764705882353,13.6,63.0,0.0,-0.02734375,0.445,0.445,0.0,2.34375,0.0,-2.34375
3552.75,90,42.0,24.705882352941178,35,35.0,40.3921568627451,13.7,65.0,0.0078125,-0.01171875,0.445,0.445,0.0,2.34375,-0.78125,-2.34375
3596.0,90,41.5,25.098039215686274,35,35.0,41.1764705882353,13.7,65.0,-0.03125,-0.03125,0.445,0.445,0.0,2.34375,0.78125,-2.34375
3646.75,90,42.5,25.098039215686274,35,36.0,41.568627450980394,13.6,66.0,0.03125,-0.01953125,0.445,0.445,-1.5625,2.34375,-0.78125,-2.34375
3664.5,90,39.75,24.313725490196077,35,36.5,38.8235294117647,13.6,66.0,-0.04296875,-0.0078125,0.445,0.445,-2.34375,2.34375,0.0,-2.34375
3696.75,90,37.0,23.92156862745098,35,39.5,36.470588235294116,13.7,67.0,-0.0390625,0.00390625,0.445,0.445,-3.125,2.34375,-0.78125,-2.34375
3707.25,90,33.0,22.352941176470587,35,29.0,29.41176470588235,13.7,66.0,-0.046875,-0.16015625,0.445,0.445,-1.5625,2.34375,-4.6875,-2.34375
3663.25,90,18.75,18.431372549019606,35,51.5,18.823529411764707,13.7,66.0,0.03515625,0.03515625,0.445,0.445,-1.5625,2.34375,-1.5625,-2.34375
3585.75,90,18.75,18.431372549019606,35,51.5,18.431372549019606,13.7,65.0,0.00390625,0.04296875,0.445,0.445,-0.78125,2.34375,1.5625,-2.34375
3560.75,90,19.0,18.431372549019606,35,52.5,18.431372549019606,13.6,65.0,-0.09765625,-0.0078125,0.445,0.445,-0.78125,2.34375,3.125,-2.34375
3532.0,90,33.75,22.352941176470587,35,41.0,31.764705882352942,13.7,63.0,-0.20703125,-0.21875,0.445,0.445,-6.25,2.34375,-3.125,-2.34375
3548.5,90,44.0,25.88235294117647,35,27.5,43.529411764705884,13.6,65.0,-0.03125,-0.0390625,0.445,0.445,-2.34375,2.34375,-3.125,-2.34375
3715.0,90,77.5,33.72549019607843,35,23.0,73.72549019607843,13.7,66.0,-0.0078125,-0.0234375,0.445,0.445,-3.90625,2.34375,-1.5625,-2.34375
3793.75,90,75.75,32.15686274509804,35,26.0,69.80392156862744,13.7,68.0,0.0078125,-0.00390625,0.445,0.445,-2.34375,2.34375,0.78125,-2.34375
3901.75,90,74.0,31.764705882352942,35,25.5,68.23529411764706,13.7,70.0,-0.0234375,0.0078125,0.44,0.445,-2.34375,2.34375,1.5625,-2.34375
3985.5,90,72.0,30.980392156862745,35,27.5,66.27450980392157,13.7,72.0,0.0,0.02734375,0.445,0.445,-2.34375,2.34375,1.5625,-2.34375
4058.0,90,73.0,30.980392156862745,35,27.0,67.05882352941177,13.6,73.0,0.0,-0.03125,0.44,0.445,-1.5625,2.34375,2.34375,-2.34375
4176.5,90,83.0,33.72549019607843,34,25.5,74.50980392156863,13.6,75.0,-0.0625,-0.08984375,0.44,0.445,-3.125,2.34375,0.0,-2.34375
4258.25,90,90.0,34.509803921568626,34,26.0,76.47058823529412,13.7,77.0,-0.00390625,-0.05078125,0.445,0.445,-2.34375,2.34375,1.5625,-2.34375
4393.75,90,107.0,41.1764705882353,34,24.5,90.58823529411765,13.6,80.0,-0.078125,-0.08984375,0.445,0.445,-4.6875,2.34375,0.78125,-2.34375
4570.75,90,128.0,57.254901960784316,34,18.0,100.0,13.6,83.0,-0.05859375,-0.07421875,0.445,0.445,-3.90625,2.34375,2.34375,-2.34375
4736.75,90,137.75,86.27450980392157,34,20.0,100.0,13.7,87.0,-0.609375,-0.734375,0.445,0.45,-0.78125,2.34375,3.90625,-2.34375
4918.75,90,148.5,86.27450980392157,34,18.5,100.0,13.6,90.0,-1.0390625,-1.13671875,0.445,0.45,-1.5625,2.34375,3.90625,-2.34375
5107.25,90,153.25,86.27450980392157,34,21.0,100.0,13.6,93.0,-1.22265625,-1.171875,0.445,0.45,-1.5625,2.34375,4.6875,-2.34375
5284.25,90,155.25,61.568627450980394,34,21.5,97.25490196078431,13.6,97.0,-1.40234375,-1.43359375,0.445,0.465,-1.5625,2.34375,4.6875,-2.34375
5175.0,90,26.0,21.176470588235293,34,18.0,19.215686274509803,13.6,96.0,-0.3359375,-0.125,0.445,0.46,0.0,2.34375,0.0,-2.34375
5133.0,90,28.75,21.568627450980394,35,16.5,19.607843137254903,13.7,92.0,2.34765625,2.36328125,0.445,0.45,0.0,2.34375,0.0,-2.34375
4994.5,90,28.25,21.176470588235293,35,15.5,19.607843137254903,13.7,90.0,2.484375,2.5078125,0.445,0.45,0.0,2.34375,0.0,-2.34375
4863.25,90,27.5,21.176470588235293,35,14.0,19.607843137254903,13.6,87.0,2.50390625,2.52734375,0.445,0.45,0.0,2.34375,0.0,-2.34375
4706.25,90,27.5,20.784313725490197,35,12.5,20.0,13.7,85.0,2.51953125,2.5390625,0.445,0.45,0.0,2.34375,0.0,-2.34375
4569.5,90,25.5,20.392156862745097,35,12.0,19.607843137254903,13.6,82.0,2.51171875,2.54296875,0.445,0.445,0.0,2.34375,0.0,-2.34375
4356.0,91,24.0,20.0,35,10.5,19.607843137254903,13.6,80.0,2.5234375,2.5390625,0.445,0.45,0.0,2.34375,0.0,-2.34375
4270.5,91,24.0,20.0,35,9.5,20.0,13.6,77.0,2.515625,2.55078125,0.445,0.45,0.0,2.34375,0.0,-2.34375
4129.5,91,23.5,19.607843137254903,35,9.0,19.607843137254903,13.7,75.0,2.5234375,2.5546875,0.445,0.45,0.0,2.34375,0.0,-2.34375
4009.25,91,22.5,19.215686274509803,35,8.0,19.607843137254903,13.7,72.0,2.5234375,2.55859375,0.445,0.45,0.0,2.34375,0.0,-2.34375
3875.0,91,21.0,19.215686274509803,35,7.5,19.607843137254903,13.7,70.0,2.5234375,2.55078125,0.445,0.45,0.0,2.34375,0.0,-2.34375
3774.25,91,20.25,18.823529411764707,35,6.0,19.215686274509803,13.6,67.0,2.5234375,2.55859375,0.445,0.445,0.0,2.34375,0.0,-2.34375
3639.5,91,19.5,18.431372549019606,35,5.0,18.823529411764707,13.6,66.0,2.53515625,2.55078125,0.445,0.445,0.0,2.34375,0.0,-2.34375
3538.0,91,18.5,18.431372549019606,35,4.5,18.431372549019606,13.6,63.0,2.53125,2.546875,0.445,0.445,0.0,2.34375,0.0,-2.34375
3402.0,91,18.75,18.03921568627451,35,4.5,18.431372549019606,13.6,61.0,2.51953125,2.5625,0.445,0.445,0.0,2.34375,0.0,-2.34375
3243.25,90,17.5,18.03921568627451,35,4.5,18.431372549019606,13.6,58.0,2.5234375,2.55859375,0.445,0.445,0.0,2.34375,0.0,-2.34375
3131.5,90,16.25,17.647058823529413,35,4.5,18.03921568627451,13.6,56.0,2.54296875,2.5390625,0.445,0.445,0.0,2.34375,0.0,-2.34375
