date, COOLANT_TEMP, MAF, THROTTLE_POS, INTAKE_TEMP, TIMING_ADVANCE, ENGINE_LOAD, ELM_VOLTAGE, SPEED, O2_S1_WR_CURRENT, O2_S5_WR_CURRENT, O2_B1S2, O2_B2S2, SHORT_FUEL_TRIM_1, LONG_FUEL_TRIM_1, SHORT_FUEL_TRIM_2, LONG_FUEL_TRIM_2, 
2021-08-23_13:49:43, 66 degC, 11.75 gps, 16.07843137254902 percent, 31 degC, 8.0 degree, 39.21568627450981 percent, 13.6 volt, 5.0 kph, -0.27734375 milliampere, -0.37109375 milliampere, 0.445 volt, 0.445 volt, -1.5625 percent, 6.25 percent, -4.6875 percent, 3.125 percent, 
2021-08-23_13:49:44, 66 degC, 11.25 gps, 15.294117647058824 percent, 31 degC, 12.0 degree, 39.21568627450981 percent, 13.6 volt, 7.0 kph, -0.01953125 milliampere, 0.0078125 milliampere, 0.445 volt, 0.44 volt, -3.125 percent, 6.25 percent, -5.46875 percent, 3.125 percent, 
2021-08-23_13:49:45, 66 degC, 10.75 gps, 15.686274509803921 percent, 31 degC, 28.5 degree, 37.254901960784316 percent, 13.6 volt, 10.0 kph, -0.0078125 milliampere, 0.05078125 milliampere, 0.44 volt, 0.445 volt, -2.34375 percent, 6.25 percent, -2.34375 percent, 3.125 percent, 
2021-08-23_13:49:46, 66 degC, 15.0 gps, 18.431372549019606 percent, 31 degC, 22.5 degree, 44.31372549019608 percent, 13.7 volt, 11.0 kph, 0.01171875 milliampere, -0.0390625 milliampere, 0.44 volt, 0.44 volt, -1.5625 percent, 6.25 percent, -2.34375 percent, 3.125 percent, 
2021-08-23_13:49:47, 66 degC, 20.0 gps, 19.215686274509803 percent, 31 degC, 29.0 degree, 44.705882352941174 percent, 13.6 volt, 15.0 kph, -0.16015625 milliampere, -0.1953125 milliampere, 0.445 volt, 0.44 volt, -4.6875 percent, 6.25 percent, -7.03125 percent, 3.125 percent, 
2021-08-23_13:49:48, 66 degC, 20.25 gps, 18.823529411764707 percent, 31 degC, 30.0 degree, 43.529411764705884 percent, 13.7 volt, 17.0 kph, -0.00390625 milliampere, 0.01171875 milliampere, 0.445 volt, 0.44 volt, -5.46875 percent, 6.25 percent, -5.46875 percent, 3.125 percent, 
2021-08-23_13:49:49, 66 degC, 12.75 gps, 16.07843137254902 percent, 31 degC, 32.0 degree, 36.07843137254902 percent, 13.7 volt, 20.0 kph, -0.12890625 milliampere, -0.1328125 milliampere, 0.445 volt, 0.44 volt, -7.03125 percent, 6.25 percent, -7.8125 percent, 3.125 percent, 
2021-08-23_13:49:50, 67 degC, 6.0 gps, 13.333333333333334 percent, 31 degC, 20.0 degree, 21.96078431372549 percent, 13.6 volt, 20.0 kph, -0.0859375 milliampere, -0.02734375 milliampere, 0.445 volt, 0.44 volt, -11.71875 percent, 6.25 percent, -9.375 percent, 3.125 percent, 
2021-08-23_13:49:51, 67 degC, 5.5 gps, 12.941176470588236 percent, 31 degC, 19.5 degree, 21.568627450980394 percent, 13.6 volt, 18.0 kph, 0.06640625 milliampere, 0.0703125 milliampere, 0.445 volt, 0.44 volt, -8.59375 percent, 6.25 percent, -6.25 percent, 3.125 percent, 
2021-08-23_13:49:52, 67 degC, 5.0 gps, 12.941176470588236 percent, 31 degC, 18.0 degree, 21.96078431372549 percent, 13.6 volt, 17.0 kph, 0.03125 milliampere, 0.0234375 milliampere, 0.445 volt, 0.44 volt, -7.03125 percent, 6.25 percent, -4.6875 percent, 3.125 percent, 
2021-08-23_13:49:53, 67 degC, 4.5 gps, 12.549019607843137 percent, 31 degC, 18.0 degree, 22.745098039215687 percent, 13.6 volt, 16.0 kph, 0.0234375 milliampere, 0.00390625 milliampere, 0.445 volt, 0.445 volt, -5.46875 percent, 6.25 percent, -4.6875 percent, 3.125 percent, 
2021-08-23_13:49:54, 67 degC, 4.25 gps, 12.549019607843137 percent, 31 degC, 17.0 degree, 23.529411764705884 percent, 13.6 volt, 15.0 kph, 0.04296875 milliampere, 0.04296875 milliampere, 0.445 volt, 0.445 volt, -3.90625 percent, 6.25 percent, -3.125 percent, 3.125 percent, 
2021-08-23_13:49:55, 67 degC, 4.25 gps, 12.549019607843137 percent, 31 degC, 15.5 degree, 25.098039215686274 percent, 13.6 volt, 12.0 kph, 0.07421875 milliampere, 0.0625 milliampere, 0.445 volt, 0.445 volt, -1.5625 percent, 6.25 percent, -0.78125 percent, 3.125 percent, 
2021-08-23_13:49:56, 67 degC, 4.25 gps, 12.549019607843137 percent, 31 degC, 16.5 degree, 26.274509803921568 percent, 13.6 volt, 10.0 kph, 0.0703125 milliampere, 0.05859375 milliampere, 0.445 volt, 0.44 volt, 0.78125 percent, 6.25 percent, 0.78125 percent, 3.125 percent, 
2021-08-23_13:49:57, 68 degC, 4.75 gps, 12.941176470588236 percent, 31 degC, 11.0 degree, 30.19607843137255 percent, 13.6 volt, 8.0 kph, 0.05859375 milliampere, 0.046875 milliampere, 0.445 volt, 0.44 volt, 2.34375 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:49:58, 68 degC, 5.0 gps, 12.941176470588236 percent, 31 degC, 10.5 degree, 30.980392156862745 percent, 13.6 volt, 6.0 kph, 0.02734375 milliampere, 0.02734375 milliampere, 0.445 volt, 0.44 volt, 3.90625 percent, 6.25 percent, 3.125 percent, 3.125 percent, 
2021-08-23_13:49:59, 68 degC, 4.75 gps, 12.941176470588236 percent, 31 degC, 9.5 degree, 30.58823529411765 percent, 13.6 volt, 3.0 kph, 0.00390625 milliampere, -0.00390625 milliampere, 0.445 volt, 0.44 volt, 3.90625 percent, 6.25 percent, 3.90625 percent, 3.125 percent, 
2021-08-23_13:50:00, 68 degC, 4.5 gps, 12.941176470588236 percent, 31 degC, 10.5 degree, 30.58823529411765 percent, 13.6 volt, 1.0 kph, -0.015625 milliampere, -0.04296875 milliampere, 0.445 volt, 0.44 volt, 3.90625 percent, 6.25 percent, 3.125 percent, 3.125 percent, 
2021-08-23_13:50:01, 68 degC, 4.5 gps, 12.941176470588236 percent, 31 degC, 6.5 degree, 31.764705882352942 percent, 13.6 volt, 0.0 kph, -0.03515625 milliampere, -0.0234375 milliampere, 0.445 volt, 0.445 volt, 3.125 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:50:02, 68 degC, 4.5 gps, 12.941176470588236 percent, 31 degC, 5.0 degree, 32.15686274509804 percent, 13.6 volt, 0.0 kph, 0.01171875 milliampere, 0.0078125 milliampere, 0.445 volt, 0.445 volt, 3.125 percent, 6.25 percent, 3.125 percent, 3.125 percent, 
2021-08-23_13:50:03, 68 degC, 4.5 gps, 12.941176470588236 percent, 31 degC, 3.0 degree, 32.549019607843135 percent, 13.6 volt, 2.0 kph, -0.00390625 milliampere, 0.0 milliampere, 0.445 volt, 0.44 volt, 3.125 percent, 6.25 percent, 3.125 percent, 3.125 percent, 
2021-08-23_13:50:04, 68 degC, 4.5 gps, 12.941176470588236 percent, 31 degC, 3.0 degree, 31.764705882352942 percent, 13.6 volt, 3.0 kph, -0.01953125 milliampere, -0.01953125 milliampere, 0.44 volt, 0.44 volt, 3.125 percent, 6.25 percent, 3.125 percent, 3.125 percent, 
2021-08-23_13:50:05, 69 degC, 7.0 gps, 14.117647058823529 percent, 31 degC, 16.5 degree, 34.509803921568626 percent, 13.7 volt, 6.0 kph, -0.05859375 milliampere, -0.015625 milliampere, 0.44 volt, 0.44 volt, 1.5625 percent, 6.25 percent, 3.125 percent, 3.125 percent, 
2021-08-23_13:50:06, 69 degC, 15.75 gps, 17.647058823529413 percent, 31 degC, 26.0 degree, 43.529411764705884 percent, 13.6 volt, 11.0 kph, -0.03125 milliampere, 0.02734375 milliampere, 0.445 volt, 0.44 volt, 1.5625 percent, 6.25 percent, 3.125 percent, 3.125 percent, 
2021-08-23_13:50:07, 69 degC, 19.25 gps, 18.823529411764707 percent, 31 degC, 32.0 degree, 43.529411764705884 percent, 13.6 volt, 15.0 kph, -0.16015625 milliampere, -0.1875 milliampere, 0.445 volt, 0.445 volt, -3.125 percent, 6.25 percent, -5.46875 percent, 3.125 percent, 
2021-08-23_13:50:08, 69 degC, 13.25 gps, 16.862745098039216 percent, 31 degC, 14.0 degree, 37.254901960784316 percent, 13.7 volt, 18.0 kph, -0.00390625 milliampere, -0.01953125 milliampere, 0.445 volt, 0.44 volt, 0.0 percent, 6.25 percent, -2.34375 percent, 3.125 percent, 
2021-08-23_13:50:09, 69 degC, 5.5 gps, 13.333333333333334 percent, 31 degC, 14.0 degree, 23.137254901960784 percent, 13.7 volt, 18.0 kph, -0.29296875 milliampere, -0.1171875 milliampere, 0.445 volt, 0.445 volt, -9.375 percent, 6.25 percent, -7.03125 percent, 3.125 percent, 
2021-08-23_13:50:10, 69 degC, 5.0 gps, 12.941176470588236 percent, 31 degC, 18.5 degree, 22.745098039215687 percent, 13.6 volt, 17.0 kph, 0.11328125 milliampere, 0.13671875 milliampere, 0.445 volt, 0.44 volt, -4.6875 percent, 6.25 percent, -0.78125 percent, 3.125 percent, 
2021-08-23_13:50:11, 69 degC, 4.5 gps, 12.941176470588236 percent, 31 degC, 18.5 degree, 23.529411764705884 percent, 13.6 volt, 15.0 kph, 0.06640625 milliampere, 0.0078125 milliampere, 0.445 volt, 0.44 volt, -0.78125 percent, 6.25 percent, 0.78125 percent, 3.125 percent, 
2021-08-23_13:50:12, 69 degC, 4.25 gps, 12.549019607843137 percent, 31 degC, 15.5 degree, 24.313725490196077 percent, 13.6 volt, 13.0 kph, 0.02734375 milliampere, 0.0 milliampere, 0.445 volt, 0.44 volt, 0.78125 percent, 6.25 percent, 0.78125 percent, 3.125 percent, 
2021-08-23_13:50:13, 69 degC, 4.25 gps, 13.72549019607843 percent, 31 degC, 26.0 degree, 25.49019607843137 percent, 13.6 volt, 13.0 kph, 0.01171875 milliampere, 0.00390625 milliampere, 0.44 volt, 0.445 volt, 0.78125 percent, 6.25 percent, 1.5625 percent, 3.125 percent, 
2021-08-23_13:50:14, 69 degC, 12.25 gps, 16.470588235294116 percent, 31 degC, 26.0 degree, 41.1764705882353 percent, 13.6 volt, 13.0 kph, -0.015625 milliampere, -0.015625 milliampere, 0.44 volt, 0.44 volt, 0.78125 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:50:15, 69 degC, 12.25 gps, 15.686274509803921 percent, 31 degC, 19.5 degree, 34.90196078431372 percent, 13.6 volt, 16.0 kph, 0.0234375 milliampere, -0.015625 milliampere, 0.445 volt, 0.44 volt, 4.6875 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:50:16, 69 degC, 5.25 gps, 12.941176470588236 percent, 31 degC, 9.0 degree, 25.098039215686274 percent, 13.7 volt, 17.0 kph, -0.16015625 milliampere, -0.0859375 milliampere, 0.44 volt, 0.44 volt, 0.78125 percent, 6.25 percent, 0.0 percent, 3.125 percent, 
2021-08-23_13:50:17, 69 degC, 4.5 gps, 12.549019607843137 percent, 31 degC, 18.5 degree, 21.96078431372549 percent, 13.6 volt, 17.0 kph, -0.07421875 milliampere, -0.02734375 milliampere, 0.445 volt, 0.44 volt, -3.125 percent, 6.25 percent, -1.5625 percent, 3.125 percent, 
2021-08-23_13:50:18, 69 degC, 4.0 gps, 12.549019607843137 percent, 31 degC, 18.5 degree, 21.96078431372549 percent, 13.6 volt, 17.0 kph, 0.05859375 milliampere, 0.03515625 milliampere, 0.445 volt, 0.44 volt, -0.78125 percent, 6.25 percent, 0.0 percent, 3.125 percent, 
2021-08-23_13:50:19, 69 degC, 4.0 gps, 12.549019607843137 percent, 31 degC, 19.5 degree, 21.96078431372549 percent, 13.6 volt, 17.0 kph, 0.02734375 milliampere, 0.02734375 milliampere, 0.445 volt, 0.445 volt, 0.78125 percent, 6.25 percent, 1.5625 percent, 3.125 percent, 
2021-08-23_13:50:20, 69 degC, 4.25 gps, 12.549019607843137 percent, 31 degC, 20.0 degree, 21.96078431372549 percent, 13.6 volt, 16.0 kph, 0.02734375 milliampere, 0.01171875 milliampere, 0.445 volt, 0.44 volt, 2.34375 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:50:21, 69 degC, 3.75 gps, 12.549019607843137 percent, 31 degC, 23.0 degree, 22.745098039215687 percent, 13.6 volt, 15.0 kph, 0.0 milliampere, -0.02734375 milliampere, 0.445 volt, 0.44 volt, 2.34375 percent, 6.25 percent, 1.5625 percent, 3.125 percent, 
2021-08-23_13:50:22, 70 degC, 4.25 gps, 12.549019607843137 percent, 31 degC, 15.5 degree, 25.098039215686274 percent, 13.6 volt, 12.0 kph, -0.01953125 milliampere, 0.0 milliampere, 0.445 volt, 0.44 volt, 2.34375 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:50:23, 70 degC, 4.0 gps, 12.549019607843137 percent, 31 degC, 18.0 degree, 26.274509803921568 percent, 13.6 volt, 10.0 kph, 0.0 milliampere, 0.0 milliampere, 0.445 volt, 0.44 volt, 2.34375 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:50:24, 70 degC, 9.25 gps, 15.294117647058824 percent, 31 degC, 16.5 degree, 39.21568627450981 percent, 13.6 volt, 11.0 kph, -0.01953125 milliampere, -0.00390625 milliampere, 0.445 volt, 0.44 volt, 2.34375 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:50:25, 70 degC, 10.25 gps, 15.294117647058824 percent, 31 degC, 23.0 degree, 35.294117647058826 percent, 13.7 volt, 12.0 kph, -0.01953125 milliampere, -0.03515625 milliampere, 0.445 volt, 0.445 volt, 2.34375 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:50:26, 70 degC, 16.0 gps, 17.647058823529413 percent, 31 degC, 30.5 degree, 39.6078431372549 percent, 13.7 volt, 13.0 kph, 0.01171875 milliampere, -0.046875 milliampere, 0.44 volt, 0.445 volt, 1.5625 percent, 6.25 percent, 0.0 percent, 3.125 percent, 
2021-08-23_13:50:28, 70 degC, 16.75 gps, 18.03921568627451 percent, 31 degC, 31.5 degree, 41.96078431372549 percent, 13.7 volt, 17.0 kph, 0.03515625 milliampere, 0.05078125 milliampere, 0.445 volt, 0.44 volt, 1.5625 percent, 6.25 percent, -0.78125 percent, 3.125 percent, 
2021-08-23_13:50:29, 70 degC, 17.75 gps, 18.431372549019606 percent, 31 degC, 30.5 degree, 43.529411764705884 percent, 13.7 volt, 20.0 kph, -0.0234375 milliampere, -0.046875 milliampere, 0.445 volt, 0.445 volt, 0.0 percent, 6.25 percent, -1.5625 percent, 3.125 percent, 
2021-08-23_13:50:30, 70 degC, 15.0 gps, 17.254901960784313 percent, 31 degC, 33.5 degree, 38.431372549019606 percent, 13.6 volt, 22.0 kph, -0.03125 milliampere, -0.03515625 milliampere, 0.44 volt, 0.44 volt, -3.125 percent, 6.25 percent, -3.90625 percent, 3.125 percent, 
2021-08-23_13:50:31, 70 degC, 14.5 gps, 16.862745098039216 percent, 31 degC, 35.0 degree, 34.509803921568626 percent, 13.6 volt, 23.0 kph, -0.01953125 milliampere, -0.0078125 milliampere, 0.445 volt, 0.445 volt, -2.34375 percent, 6.25 percent, -3.90625 percent, 3.125 percent, 
2021-08-23_13:50:32, 70 degC, 11.25 gps, 15.686274509803921 percent, 31 degC, 18.0 degree, 30.58823529411765 percent, 13.7 volt, 25.0 kph, 0.015625 milliampere, 0.015625 milliampere, 0.445 volt, 0.44 volt, -1.5625 percent, 6.25 percent, -1.5625 percent, 3.125 percent, 
2021-08-23_13:50:33, 71 degC, 5.75 gps, 13.333333333333334 percent, 31 degC, 12.0 degree, 24.705882352941178 percent, 13.7 volt, 26.0 kph, 0.015625 milliampere, 0.02734375 milliampere, 0.445 volt, 0.445 volt, 0.0 percent, 6.25 percent, 1.5625 percent, 3.125 percent, 
2021-08-23_13:50:34, 71 degC, 5.0 gps, 12.941176470588236 percent, 31 degC, 21.5 degree, 21.568627450980394 percent, 13.6 volt, 25.0 kph, 0.01953125 milliampere, 0.0625 milliampere, 0.445 volt, 0.445 volt, 0.78125 percent, 6.25 percent, 3.90625 percent, 3.125 percent, 
2021-08-23_13:50:35, 71 degC, 4.75 gps, 12.941176470588236 percent, 31 degC, 19.5 degree, 22.352941176470587 percent, 13.6 volt, 23.0 kph, 0.02734375 milliampere, -0.00390625 milliampere, 0.445 volt, 0.44 volt, 2.34375 percent, 6.25 percent, 4.6875 percent, 3.125 percent, 
2021-08-23_13:50:36, 71 degC, 4.25 gps, 12.549019607843137 percent, 31 degC, 16.5 degree, 23.529411764705884 percent, 13.6 volt, 21.0 kph, -0.03125 milliampere, -0.078125 milliampere, 0.445 volt, 0.44 volt, 2.34375 percent, 6.25 percent, 2.34375 percent, 3.125 percent, 
2021-08-23_13:50:37, 71 degC, 4.25 gps, 12.549019607843137 percent, 31 degC, 14.0 degree, 22.745098039215687 percent, 13.6 volt, 18.0 kph, -0.015625 milliampere, -0.01171875 milliampere, 0.445 volt, 0.44 volt, 1.5625 percent, 6.25 percent, 3.125 percent, 3.125 percent, 
2021-08-23_13:50:38, 71 degC, 14.5 gps, 17.254901960784313 percent, 31 degC, 22.5 degree, 43.529411764705884 percent, 13.7 volt, 18.0 kph, -0.22265625 milliampere, -0.1640625 milliampere, 0.44 volt, 0.445 volt, -2.34375 percent, 6.25 percent, -1.5625 percent, 3.125 percent, 
2021-08-23_13:50:39, 71 degC, 21.25 gps, 19.607843137254903 percent, 31 degC, 30.0 degree, 46.666666666666664 percent, 13.7 volt, 21.0 kph, -0.0625 milliampere, -0.09375 milliampere, 0.445 volt, 0.44 volt, -1.5625 percent, 6.25 percent, -3.90625 percent, 3.125 percent, 
2021-08-23_13:50:40, 72 degC, 22.75 gps, 20.392156862745097 percent, 31 degC, 30.0 degree, 47.450980392156865 percent, 13.6 volt, 25.0 kph, 0.0078125 milliampere, 0.02734375 milliampere, 0.445 volt, 0.445 volt, 2.34375 percent, 6.25 percent, -0.78125 percent, 3.125 percent, 
2021-08-23_13:50:41, 72 degC, 22.0 gps, 20.0 percent, 31 degC, 30.0 degree, 49.411764705882355 percent, 13.6 volt, 28.0 kph, -0.13671875 milliampere, -0.09375 milliampere, 0.445 volt, 0.44 volt, -1.5625 percent, 6.25 percent, -3.125 percent, 3.125 percent, 
2021-08-23_13:50:42, 72 degC, 22.75 gps, 20.392156862745097 percent, 31 degC, 30.0 degree, 48.23529411764706 percent, 13.6 volt, 31.0 kph, -0.00390625 milliampere, -0.01953125 milliampere, 0.445 volt, 0.445 volt, -0.78125 percent, 6.25 percent, -2.34375 percent, 3.125 percent, 
2021-08-23_13:50:43, 72 degC, 22.5 gps, 20.0 percent, 31 degC, 32.0 degree, 44.31372549019608 percent, 13.7 volt, 33.0 kph, -0.0234375 milliampere, -0.01171875 milliampere, 0.445 volt, 0.445 volt, 0.0 percent, 6.25 percent, -1.5625 percent, 3.125 percent, 
2021-08-23_13:50:44, 72 degC, 21.75 gps, 19.607843137254903 percent, 31 degC, 32.0 degree, 43.529411764705884 percent, 13.6 volt, 36.0 kph, 0.02734375 milliampere, 0.015625 milliampere, 0.445 volt, 0.44 volt, 1.5625 percent, 6.25 percent, -0.78125 percent, 3.125 percent, 
2021-08-23_13:50:45, 72 degC, 22.5 gps, 20.0 percent, 31 degC, 32.0 degree, 41.96078431372549 percent, 13.6 volt, 38.0 kph, -0.03515625 milliampere, -0.03125 milliampere, 0.445 volt, 0.445 volt, 3.90625 percent, 6.25 percent, 1.5625 percent, 3.125 percent, 
2021-08-23_13:50:46, 72 degC, 23.5 gps, 20.392156862745097 percent, 31 degC, 32.0 degree, 41.96078431372549 percent, 13.7 volt, 41.0 kph, -0.00390625 milliampere, -0.01171875 milliampere, 0.44 volt, 0.445 volt, 2.34375 percent, 6.25 percent, -0.78125 percent, 3.125 percent, 
2021-08-23_13:50:47, 72 degC, 20.25 gps, 19.607843137254903 percent, 31 degC, 31.5 degree, 47.450980392156865 percent, 13.7 volt, 43.0 kph, -0.09375 milliampere, -0.05078125 milliampere, 0.44 volt, 0.44 volt, -2.34375 percent, 6.25 percent, -3.90625 percent, 3.125 percent, 
2021-08-23_13:50:48, 72 degC, 24.0 gps, 20.784313725490197 percent, 31 degC, 27.5 degree, 52.549019607843135 percent, 13.7 volt, 46.0 kph, 0.01171875 milliampere, -0.00390625 milliampere, 0.445 volt, 0.44 volt, -1.5625 percent, 6.25 percent, -3.125 percent, 3.125 percent, 
2021-08-23_13:50:49, 72 degC, 26.25 gps, 21.96078431372549 percent, 31 degC, 28.5 degree, 50.98039215686274 percent, 13.6 volt, 47.0 kph, 0.04296875 milliampere, 0.0546875 milliampere, 0.445 volt, 0.445 volt, 3.90625 percent, 6.25 percent, 1.5625 percent, 3.125 percent, 
2021-08-23_13:50:51, 72 degC, 26.25 gps, 21.568627450980394 percent, 31 degC, 29.0 degree, 50.19607843137255 percent, 13.6 volt, 50.0 kph, -0.04296875 milliampere, -0.0625 milliampere, 0.445 volt, 0.445 volt, 2.34375 percent, 6.25 percent, -1.5625 percent, 3.125 percent, 
2021-08-23_13:50:52, 72 degC, 24.25 gps, 20.784313725490197 percent, 31 degC, 30.0 degree, 47.450980392156865 percent, 13.6 volt, 52.0 kph, -0.00390625 milliampere, 0.015625 milliampere, 0.445 volt, 0.445 volt, 0.78125 percent, 6.25 percent, -1.5625 percent, 3.125 percent, 
2021-08-23_13:50:53, 72 degC, 24.25 gps, 20.784313725490197 percent, 31 degC, 30.0 degree, 46.666666666666664 percent, 13.6 volt, 53.0 kph, 0.00390625 milliampere, 0.01953125 milliampere, 0.445 volt, 0.44 volt, 2.34375 percent, 6.25 percent, 0.0 percent, 3.125 percent, 
2021-08-23_13:50:54, 73 degC, 24.75 gps, 20.784313725490197 percent, 31 degC, 30.5 degree, 46.27450980392157 percent, 13.6 volt, 56.0 kph, -0.05078125 milliampere, -0.0625 milliampere, 0.445 volt, 0.445 volt, 0.78125 percent, 6.25 percent, -2.34375 percent, 3.125 percent, 
2021-08-23_13:50:55, 73 degC, 22.75 gps, 20.392156862745097 percent, 31 degC, 31.5 degree, 44.31372549019608 percent, 13.6 volt, 57.0 kph, 0.00390625 milliampere, 0.00390625 milliampere, 0.445 volt, 0.445 volt, 0.78125 percent, 6.25 percent, -1.5625 percent, 3.125 percent, 
2021-08-23_13:50:56, 73 degC, 22.75 gps, 20.392156862745097 percent, 31 degC, 32.0 degree, 43.13725490196079 percent, 13.7 volt, 58.0 kph, -0.00390625 milliampere, -0.015625 milliampere, 0.445 volt, 0.445 volt, 1.5625 percent, 6.25 percent, -0.78125 percent, 3.125 percent, 
2021-08-23_13:50:57, 73 degC, 22.25 gps, 20.0 percent, 31 degC, 25.5 degree, 44.705882352941174 percent, 13.6 volt, 60.0 kph, -0.02734375 milliampere, -0.01171875 milliampere, 0.44 volt, 0.445 volt, 1.5625 percent, 6.25 percent, -1.5625 percent, 3.125 percent, 
