date,COOLANT_TEMP,MAF,THROTTLE_POS,INTAKE_TEMP,TIMING_ADVANCE,ENGINE_LOAD,ELM_VOLTAGE,SPEED,O2_S1_WR_CURRENT,O2_S5_WR_CURRENT,O2_B1S2,O2_B2S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_2,
2021-08-23_16:35:39.804054,99 degC,41.5 gps,28.627450980392158 percent,33 degC,19.5 degree,71.76470588235294 percent,13.6 volt,103.0 kph,-0.03125 milliampere,-0.02734375 milliampere,0.445 volt,0.775 volt,-3.125 percent,1.5625 percent,0.78125 percent,-0.78125 percent,
2021-08-23_16:35:40.303633,99 degC,41.5 gps,29.019607843137255 percent,33 degC,19.5 degree,72.15686274509804 percent,13.6 volt,103.0 kph,0.0 milliampere,0.00390625 milliampere,0.445 volt,0.77 volt,-3.125 percent,1.5625 percent,0.78125 percent,-0.78125 percent,
2021-08-23_16:35:40.803363,99 degC,39.0 gps,28.235294117647058 percent,33 degC,19.5 degree,72.15686274509804 percent,13.6 volt,103.0 kph,0.0 milliampere,0.00390625 milliampere,0.445 volt,0.77 volt,-2.34375 percent,1.5625 percent,-0.78125 percent,-0.78125 percent,
2021-08-23_16:35:41.303361,99 degC,39.0 gps,28.235294117647058 percent,33 degC,18.5 degree,69.41176470588235 percent,13.6 volt,105.0 kph,0.01171875 milliampere,-0.0390625 milliampere,0.445 volt,0.775 volt,-2.34375 percent,1.5625 percent,-1.5625 percent,-0.78125 percent,
2021-08-23_16:35:41.803295,99 degC,40.0 gps,27.84313725490196 percent,33 degC,18.0 degree,69.80392156862744 percent,13.6 volt,105.0 kph,0.01171875 milliampere,-0.0390625 milliampere,0.445 volt,0.775 volt,-2.34375 percent,1.5625 percent,-1.5625 percent,-0.78125 percent,
2021-08-23_16:35:42.303326,99 degC,40.0 gps,27.84313725490196 percent,33 degC,18.0 degree,69.80392156862744 percent,13.6 volt,105.0 kph,-0.0078125 milliampere,-0.046875 milliampere,0.445 volt,0.77 volt,-0.78125 percent,1.5625 percent,-1.5625 percent,-0.78125 percent,
2021-08-23_16:35:42.803495,99 degC,39.25 gps,27.45098039215686 percent,33 degC,18.5 degree,68.23529411764706 percent,13.6 volt,105.0 kph,-0.0078125 milliampere,-0.03515625 milliampere,0.445 volt,0.77 volt,-1.5625 percent,1.5625 percent,-1.5625 percent,-0.78125 percent,
2021-08-23_16:35:43.303376,99 degC,39.25 gps,27.45098039215686 percent,33 degC,18.5 degree,68.23529411764706 percent,13.6 volt,105.0 kph,-0.0078125 milliampere,-0.03515625 milliampere,0.445 volt,0.77 volt,-1.5625 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:43.803406,99 degC,39.25 gps,27.45098039215686 percent,33 degC,19.5 degree,67.84313725490196 percent,13.6 volt,105.0 kph,-0.03125 milliampere,-0.0390625 milliampere,0.445 volt,0.765 volt,-2.34375 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:44.303372,99 degC,39.5 gps,27.84313725490196 percent,33 degC,20.0 degree,67.45098039215686 percent,13.6 volt,106.0 kph,-0.05078125 milliampere,-0.0390625 milliampere,0.445 volt,0.765 volt,-2.34375 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:44.803376,99 degC,39.5 gps,27.84313725490196 percent,33 degC,20.0 degree,67.45098039215686 percent,13.6 volt,106.0 kph,-0.05078125 milliampere,-0.02734375 milliampere,0.445 volt,0.755 volt,-0.78125 percent,1.5625 percent,1.5625 percent,-0.78125 percent,
2021-08-23_16:35:45.303365,99 degC,38.25 gps,27.45098039215686 percent,33 degC,21.0 degree,66.27450980392157 percent,13.6 volt,107.0 kph,-0.0390625 milliampere,0.0 milliampere,0.445 volt,0.76 volt,0.0 percent,1.5625 percent,1.5625 percent,-0.78125 percent,
2021-08-23_16:35:45.803406,99 degC,39.5 gps,28.235294117647058 percent,33 degC,11.0 degree,78.82352941176471 percent,13.6 volt,107.0 kph,-0.0390625 milliampere,0.0 milliampere,0.445 volt,0.76 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:46.303371,99 degC,39.5 gps,28.235294117647058 percent,33 degC,11.0 degree,78.82352941176471 percent,13.6 volt,108.0 kph,-0.1640625 milliampere,0.234375 milliampere,0.445 volt,0.665 volt,1.5625 percent,1.5625 percent,9.375 percent,-0.78125 percent,
2021-08-23_16:35:46.803341,99 degC,51.0 gps,27.84313725490196 percent,33 degC,23.0 degree,56.86274509803921 percent,13.6 volt,110.0 kph,0.22265625 milliampere,0.20703125 milliampere,0.445 volt,0.665 volt,1.5625 percent,1.5625 percent,9.375 percent,-0.78125 percent,
2021-08-23_16:35:47.303356,99 degC,51.0 gps,27.84313725490196 percent,33 degC,23.0 degree,56.86274509803921 percent,13.6 volt,110.0 kph,0.22265625 milliampere,0.20703125 milliampere,0.445 volt,0.665 volt,5.46875 percent,1.5625 percent,7.03125 percent,-0.78125 percent,
2021-08-23_16:35:47.803371,99 degC,52.25 gps,27.058823529411764 percent,33 degC,27.5 degree,43.92156862745098 percent,13.6 volt,111.0 kph,0.046875 milliampere,0.046875 milliampere,0.445 volt,0.365 volt,14.0625 percent,1.5625 percent,15.625 percent,-0.78125 percent,
2021-08-23_16:35:48.303348,98 degC,57.75 gps,27.84313725490196 percent,33 degC,24.0 degree,48.627450980392155 percent,13.6 volt,111.0 kph,0.046875 milliampere,0.046875 milliampere,0.445 volt,0.365 volt,14.0625 percent,1.5625 percent,15.625 percent,-0.78125 percent,
2021-08-23_16:35:48.803407,98 degC,57.75 gps,27.84313725490196 percent,33 degC,24.0 degree,48.627450980392155 percent,13.6 volt,111.0 kph,0.0234375 milliampere,0.03125 milliampere,0.445 volt,0.24 volt,15.625 percent,1.5625 percent,17.96875 percent,-0.78125 percent,
2021-08-23_16:35:49.303362,98 degC,45.75 gps,26.274509803921568 percent,33 degC,26.0 degree,52.549019607843135 percent,13.6 volt,112.0 kph,-0.07421875 milliampere,0.02734375 milliampere,0.44 volt,0.255 volt,14.84375 percent,1.5625 percent,17.96875 percent,-0.78125 percent,
2021-08-23_16:35:49.803311,98 degC,43.75 gps,26.666666666666668 percent,33 degC,26.0 degree,52.549019607843135 percent,13.6 volt,112.0 kph,-0.07421875 milliampere,0.02734375 milliampere,0.44 volt,0.255 volt,14.84375 percent,1.5625 percent,14.84375 percent,-0.78125 percent,
2021-08-23_16:35:50.303302,98 degC,43.75 gps,26.666666666666668 percent,33 degC,21.0 degree,60.0 percent,13.5 volt,113.0 kph,-0.16796875 milliampere,-0.14453125 milliampere,0.44 volt,0.3 volt,7.8125 percent,1.5625 percent,8.59375 percent,-0.78125 percent,
2021-08-23_16:35:50.803289,98 degC,44.5 gps,27.058823529411764 percent,33 degC,19.5 degree,62.745098039215684 percent,13.6 volt,113.0 kph,-0.16796875 milliampere,-0.14453125 milliampere,0.44 volt,0.3 volt,7.8125 percent,1.5625 percent,8.59375 percent,-0.78125 percent,
2021-08-23_16:35:51.303336,98 degC,44.5 gps,27.058823529411764 percent,33 degC,19.5 degree,62.745098039215684 percent,13.6 volt,113.0 kph,-0.0390625 milliampere,-0.05078125 milliampere,0.445 volt,0.415 volt,4.6875 percent,1.5625 percent,6.25 percent,-0.78125 percent,
2021-08-23_16:35:51.803293,98 degC,41.75 gps,26.666666666666668 percent,33 degC,18.5 degree,63.13725490196079 percent,13.6 volt,113.0 kph,-0.09765625 milliampere,-0.0625 milliampere,0.445 volt,0.7 volt,4.6875 percent,1.5625 percent,6.25 percent,-0.78125 percent,
2021-08-23_16:35:52.303223,97 degC,40.0 gps,27.058823529411764 percent,33 degC,21.0 degree,63.13725490196079 percent,13.6 volt,113.0 kph,-0.09765625 milliampere,-0.0625 milliampere,0.445 volt,0.7 volt,0.78125 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:52.803238,97 degC,40.0 gps,27.058823529411764 percent,33 degC,21.0 degree,62.745098039215684 percent,13.6 volt,113.0 kph,-0.015625 milliampere,0.03515625 milliampere,0.445 volt,0.675 volt,-3.125 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:53.303389,98 degC,42.25 gps,27.058823529411764 percent,33 degC,22.5 degree,63.529411764705884 percent,13.6 volt,113.0 kph,-0.01953125 milliampere,0.03515625 milliampere,0.445 volt,0.675 volt,-3.125 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:53.803363,97 degC,42.25 gps,27.058823529411764 percent,33 degC,22.5 degree,63.529411764705884 percent,13.6 volt,113.0 kph,-0.01953125 milliampere,0.01171875 milliampere,0.445 volt,0.675 volt,-3.125 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:54.303365,97 degC,39.75 gps,26.666666666666668 percent,33 degC,19.5 degree,63.529411764705884 percent,13.6 volt,113.0 kph,-0.03515625 milliampere,-0.03515625 milliampere,0.445 volt,0.695 volt,-3.125 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:54.803306,97 degC,40.0 gps,26.666666666666668 percent,33 degC,21.0 degree,62.35294117647059 percent,13.6 volt,113.0 kph,-0.03515625 milliampere,-0.03515625 milliampere,0.445 volt,0.695 volt,-3.125 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:55.303329,97 degC,40.0 gps,26.666666666666668 percent,33 degC,21.0 degree,62.35294117647059 percent,13.6 volt,115.0 kph,-0.01171875 milliampere,-0.01171875 milliampere,0.445 volt,0.69 volt,-3.125 percent,1.5625 percent,-1.5625 percent,-0.78125 percent,
2021-08-23_16:35:55.803358,97 degC,39.25 gps,25.49019607843137 percent,33 degC,21.5 degree,59.21568627450981 percent,13.6 volt,115.0 kph,-0.00390625 milliampere,-0.03125 milliampere,0.445 volt,0.72 volt,-0.78125 percent,1.5625 percent,-1.5625 percent,-0.78125 percent,
2021-08-23_16:35:56.303301,97 degC,40.5 gps,26.666666666666668 percent,33 degC,21.5 degree,59.21568627450981 percent,13.6 volt,115.0 kph,-0.00390625 milliampere,-0.03125 milliampere,0.445 volt,0.72 volt,-0.78125 percent,1.5625 percent,-1.5625 percent,-0.78125 percent,
2021-08-23_16:35:56.803283,97 degC,40.5 gps,26.666666666666668 percent,33 degC,20.0 degree,62.35294117647059 percent,13.6 volt,115.0 kph,0.01953125 milliampere,-0.015625 milliampere,0.445 volt,0.7 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:57.303366,97 degC,41.75 gps,27.45098039215686 percent,33 degC,19.5 degree,64.70588235294117 percent,13.6 volt,116.0 kph,-0.02734375 milliampere,-0.01171875 milliampere,0.445 volt,0.7 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:57.803306,98 degC,41.75 gps,27.45098039215686 percent,33 degC,19.5 degree,64.70588235294117 percent,13.6 volt,116.0 kph,-0.02734375 milliampere,-0.01171875 milliampere,0.445 volt,0.71 volt,-0.78125 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:35:58.303358,98 degC,42.0 gps,27.45098039215686 percent,33 degC,20.0 degree,64.70588235294117 percent,13.6 volt,116.0 kph,-0.03515625 milliampere,-0.0234375 milliampere,0.445 volt,0.7 volt,-2.34375 percent,1.5625 percent,1.5625 percent,-0.78125 percent,
2021-08-23_16:35:58.803286,97 degC,12.25 gps,15.686274509803921 percent,33 degC,13.5 degree,22.352941176470587 percent,13.6 volt,116.0 kph,-0.03515625 milliampere,-0.0234375 milliampere,0.445 volt,0.7 volt,-2.34375 percent,1.5625 percent,1.5625 percent,-0.78125 percent,
2021-08-23_16:35:59.303280,97 degC,12.25 gps,15.686274509803921 percent,33 degC,13.5 degree,22.352941176470587 percent,13.6 volt,116.0 kph,-0.1875 milliampere,-0.234375 milliampere,0.445 volt,0.745 volt,-10.9375 percent,1.5625 percent,-12.5 percent,-0.78125 percent,
2021-08-23_16:35:59.803332,97 degC,10.75 gps,15.686274509803921 percent,33 degC,1.5 degree,16.470588235294116 percent,13.6 volt,115.0 kph,0.09375 milliampere,0.17578125 milliampere,0.445 volt,0.745 volt,-10.9375 percent,1.5625 percent,-12.5 percent,-0.78125 percent,
2021-08-23_16:36:00.303284,97 degC,10.75 gps,15.686274509803921 percent,33 degC,1.5 degree,16.470588235294116 percent,13.6 volt,115.0 kph,0.09375 milliampere,0.17578125 milliampere,0.445 volt,0.735 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:00.803323,97 degC,10.75 gps,15.294117647058824 percent,33 degC,0.0 degree,16.470588235294116 percent,13.6 volt,112.0 kph,2.37890625 milliampere,2.2578125 milliampere,0.445 volt,0.265 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:01.303208,97 degC,10.25 gps,15.294117647058824 percent,33 degC,0.0 degree,16.07843137254902 percent,13.6 volt,112.0 kph,2.37890625 milliampere,2.2578125 milliampere,0.445 volt,0.265 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:01.803166,97 degC,10.25 gps,15.294117647058824 percent,33 degC,0.0 degree,16.07843137254902 percent,13.6 volt,110.0 kph,2.3359375 milliampere,2.58203125 milliampere,0.445 volt,0.16 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:02.303188,97 degC,9.75 gps,15.294117647058824 percent,33 degC,0.0 degree,16.07843137254902 percent,13.6 volt,108.0 kph,2.4765625 milliampere,2.37890625 milliampere,0.445 volt,0.13 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:02.803198,97 degC,10.0 gps,15.294117647058824 percent,33 degC,0.0 degree,16.07843137254902 percent,13.6 volt,108.0 kph,2.4765625 milliampere,2.37890625 milliampere,0.445 volt,0.13 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:03.303175,97 degC,10.0 gps,14.901960784313726 percent,33 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,106.0 kph,2.48046875 milliampere,2.3359375 milliampere,0.445 volt,0.115 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:03.804820,97 degC,9.25 gps,14.901960784313726 percent,34 degC,-1.0 degree,16.07843137254902 percent,13.6 volt,106.0 kph,2.48046875 milliampere,2.3359375 milliampere,0.445 volt,0.115 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:04.304769,97 degC,9.25 gps,14.901960784313726 percent,34 degC,-1.0 degree,16.07843137254902 percent,13.6 volt,103.0 kph,2.453125 milliampere,2.37890625 milliampere,0.445 volt,0.115 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:04.804721,97 degC,8.5 gps,14.901960784313726 percent,34 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,101.0 kph,2.45703125 milliampere,2.6171875 milliampere,0.445 volt,0.11 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:05.304708,97 degC,9.25 gps,14.901960784313726 percent,34 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,101.0 kph,2.45703125 milliampere,2.6171875 milliampere,0.445 volt,0.11 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:05.804660,97 degC,9.25 gps,14.901960784313726 percent,34 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,100.0 kph,2.46484375 milliampere,2.359375 milliampere,0.445 volt,0.105 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:06.304608,97 degC,8.75 gps,14.509803921568627 percent,34 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,98.0 kph,2.46484375 milliampere,2.359375 milliampere,0.445 volt,0.105 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:06.804109,97 degC,8.75 gps,14.509803921568627 percent,34 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,98.0 kph,2.328125 milliampere,2.60546875 milliampere,0.44 volt,0.105 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:07.304054,97 degC,8.75 gps,14.901960784313726 percent,34 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,97.0 kph,2.515625 milliampere,2.3203125 milliampere,0.445 volt,0.105 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:07.804044,97 degC,8.75 gps,14.901960784313726 percent,34 degC,-1.5 degree,16.862745098039216 percent,13.6 volt,97.0 kph,2.515625 milliampere,2.3203125 milliampere,0.445 volt,0.105 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:08.304017,97 degC,8.75 gps,14.901960784313726 percent,34 degC,-1.5 degree,16.862745098039216 percent,13.6 volt,96.0 kph,2.3125 milliampere,2.3203125 milliampere,0.445 volt,0.105 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:08.804057,97 degC,6.25 gps,13.72549019607843 percent,34 degC,-5.5 degree,19.607843137254903 percent,13.6 volt,97.0 kph,2.31640625 milliampere,2.49609375 milliampere,0.445 volt,0.105 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:09.304081,97 degC,6.25 gps,13.72549019607843 percent,34 degC,-5.5 degree,19.607843137254903 percent,13.6 volt,97.0 kph,2.31640625 milliampere,2.49609375 milliampere,0.445 volt,0.105 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:09.804200,96 degC,5.25 gps,12.941176470588236 percent,34 degC,-1.0 degree,20.392156862745097 percent,13.6 volt,97.0 kph,2.22265625 milliampere,2.26953125 milliampere,0.445 volt,0.11 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:10.304128,96 degC,7.0 gps,14.117647058823529 percent,34 degC,-1.0 degree,20.392156862745097 percent,13.6 volt,97.0 kph,2.22265625 milliampere,2.26953125 milliampere,0.445 volt,0.11 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:10.804221,96 degC,7.0 gps,14.117647058823529 percent,34 degC,15.5 degree,17.254901960784313 percent,13.6 volt,98.0 kph,-0.13671875 milliampere,-0.09765625 milliampere,0.44 volt,0.115 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:11.304163,96 degC,8.5 gps,14.509803921568627 percent,34 degC,15.0 degree,17.647058823529413 percent,13.6 volt,98.0 kph,-0.13671875 milliampere,-0.09765625 milliampere,0.44 volt,0.115 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:11.804109,96 degC,8.5 gps,14.509803921568627 percent,34 degC,15.0 degree,17.647058823529413 percent,13.6 volt,98.0 kph,-0.1796875 milliampere,-0.18359375 milliampere,0.44 volt,0.12 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:12.304276,96 degC,9.25 gps,14.901960784313726 percent,34 degC,10.5 degree,16.470588235294116 percent,13.6 volt,100.0 kph,-0.14453125 milliampere,-0.1875 milliampere,0.445 volt,0.12 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:12.804145,96 degC,9.25 gps,14.901960784313726 percent,34 degC,10.5 degree,16.470588235294116 percent,13.6 volt,100.0 kph,-0.14453125 milliampere,-0.1875 milliampere,0.445 volt,0.13 volt,2.34375 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:13.304117,96 degC,9.25 gps,14.901960784313726 percent,34 degC,10.5 degree,16.470588235294116 percent,13.6 volt,100.0 kph,-0.1796875 milliampere,-0.16796875 milliampere,0.445 volt,0.135 volt,2.34375 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:13.804277,96 degC,9.25 gps,14.901960784313726 percent,34 degC,10.5 degree,16.470588235294116 percent,13.6 volt,100.0 kph,-0.1796875 milliampere,-0.16796875 milliampere,0.445 volt,0.135 volt,2.34375 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:14.304280,96 degC,9.25 gps,14.901960784313726 percent,34 degC,9.5 degree,16.470588235294116 percent,13.6 volt,100.0 kph,-0.203125 milliampere,-0.16796875 milliampere,0.445 volt,0.14 volt,3.125 percent,1.5625 percent,0.78125 percent,-0.78125 percent,
2021-08-23_16:36:14.804285,96 degC,9.0 gps,14.901960784313726 percent,34 degC,9.5 degree,16.470588235294116 percent,13.6 volt,100.0 kph,-0.203125 milliampere,-0.16796875 milliampere,0.445 volt,0.14 volt,3.125 percent,1.5625 percent,0.78125 percent,-0.78125 percent,
2021-08-23_16:36:15.304451,96 degC,9.0 gps,14.901960784313726 percent,34 degC,9.5 degree,16.470588235294116 percent,13.6 volt,101.0 kph,-0.2109375 milliampere,-0.19921875 milliampere,0.445 volt,0.145 volt,2.34375 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:15.804468,96 degC,9.25 gps,14.901960784313726 percent,34 degC,9.5 degree,16.07843137254902 percent,13.6 volt,101.0 kph,-0.171875 milliampere,-0.16796875 milliampere,0.44 volt,0.145 volt,2.34375 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:16.304394,96 degC,9.25 gps,14.901960784313726 percent,34 degC,9.5 degree,16.07843137254902 percent,13.6 volt,101.0 kph,-0.171875 milliampere,-0.16796875 milliampere,0.44 volt,0.155 volt,2.34375 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:16.804371,96 degC,9.25 gps,14.901960784313726 percent,34 degC,9.5 degree,16.470588235294116 percent,13.4 volt,102.0 kph,-0.1796875 milliampere,-0.1875 milliampere,0.445 volt,0.16 volt,3.125 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:17.304317,96 degC,9.25 gps,14.901960784313726 percent,34 degC,9.5 degree,16.470588235294116 percent,13.4 volt,102.0 kph,-0.1796875 milliampere,-0.1875 milliampere,0.445 volt,0.16 volt,3.125 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:17.804285,96 degC,9.25 gps,14.901960784313726 percent,34 degC,9.5 degree,16.470588235294116 percent,13.6 volt,101.0 kph,-0.23046875 milliampere,-0.23828125 milliampere,0.445 volt,0.165 volt,1.5625 percent,1.5625 percent,-0.78125 percent,-0.78125 percent,
2021-08-23_16:36:18.304275,96 degC,9.25 gps,14.901960784313726 percent,34 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,101.0 kph,-0.15234375 milliampere,-0.23828125 milliampere,0.445 volt,0.165 volt,1.5625 percent,1.5625 percent,-0.78125 percent,-0.78125 percent,
2021-08-23_16:36:18.804226,96 degC,9.25 gps,14.901960784313726 percent,34 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,101.0 kph,-0.15234375 milliampere,-0.18359375 milliampere,0.445 volt,0.175 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:19.304182,96 degC,9.25 gps,14.901960784313726 percent,34 degC,-1.0 degree,16.470588235294116 percent,13.6 volt,98.0 kph,2.38671875 milliampere,2.3359375 milliampere,0.445 volt,0.16 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:19.804104,96 degC,9.0 gps,14.509803921568627 percent,34 degC,-1.5 degree,16.862745098039216 percent,13.6 volt,98.0 kph,2.38671875 milliampere,2.3359375 milliampere,0.445 volt,0.16 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:20.304060,96 degC,9.0 gps,14.509803921568627 percent,34 degC,-1.5 degree,16.862745098039216 percent,13.6 volt,96.0 kph,2.5078125 milliampere,2.60546875 milliampere,0.445 volt,0.14 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:20.804047,96 degC,8.75 gps,14.509803921568627 percent,34 degC,-1.5 degree,17.254901960784313 percent,13.6 volt,92.0 kph,2.53125 milliampere,2.515625 milliampere,0.445 volt,0.14 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:21.303975,96 degC,8.75 gps,14.509803921568627 percent,34 degC,-1.5 degree,17.254901960784313 percent,13.6 volt,92.0 kph,2.53125 milliampere,2.515625 milliampere,0.445 volt,0.14 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:21.803943,96 degC,7.75 gps,14.117647058823529 percent,34 degC,-4.0 degree,18.823529411764707 percent,13.6 volt,86.0 kph,2.23046875 milliampere,2.65625 milliampere,0.445 volt,0.14 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:22.303995,96 degC,5.5 gps,13.333333333333334 percent,34 degC,3.0 degree,20.784313725490197 percent,13.6 volt,86.0 kph,2.23046875 milliampere,2.65625 milliampere,0.445 volt,0.14 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:22.804089,96 degC,5.5 gps,13.333333333333334 percent,34 degC,3.0 degree,20.784313725490197 percent,13.6 volt,80.0 kph,0.81640625 milliampere,0.3125 milliampere,0.445 volt,0.14 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:23.304103,95 degC,6.0 gps,13.333333333333334 percent,34 degC,9.0 degree,20.0 percent,13.6 volt,73.0 kph,-0.1875 milliampere,-0.22265625 milliampere,0.445 volt,0.14 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:23.804370,95 degC,6.0 gps,13.333333333333334 percent,34 degC,9.0 degree,20.0 percent,13.6 volt,73.0 kph,-0.1875 milliampere,-0.22265625 milliampere,0.445 volt,0.145 volt,0.0 percent,1.5625 percent,0.0 percent,-0.78125 percent,
2021-08-23_16:36:24.304299,95 degC,6.0 gps,13.333333333333334 percent,35 degC,15.0 degree,20.0 percent,13.5 volt,70.0 kph,-0.03515625 milliampere,-0.0390625 milliampere,0.445 volt,0.155 volt,0.78125 percent,1.5625 percent,0.78125 percent,-0.78125 percent,
2021-08-23_16:36:24.803364,95 degC,5.75 gps,13.333333333333334 percent,34 degC,19.5 degree,19.215686274509803 percent,13.6 volt,70.0 kph,-0.03515625 milliampere,-0.0390625 milliampere,0.445 volt,0.155 volt,0.78125 percent,1.5625 percent,0.78125 percent,-0.78125 percent,
2021-08-23_16:36:25.303379,95 degC,5.75 gps,13.333333333333334 percent,34 degC,19.5 degree,19.215686274509803 percent,13.6 volt,66.0 kph,-0.09765625 milliampere,-0.0703125 milliampere,0.445 volt,0.16 volt,4.6875 percent,1.5625 percent,5.46875 percent,-0.78125 percent,
2021-08-23_16:36:25.803484,95 degC,5.5 gps,13.333333333333334 percent,35 degC,21.0 degree,19.215686274509803 percent,13.6 volt,67.0 kph,-0.18359375 milliampere,-0.2421875 milliampere,0.445 volt,0.16 volt,4.6875 percent,1.5625 percent,5.46875 percent,-0.78125 percent,
2021-08-23_16:36:26.303523,95 degC,5.5 gps,13.333333333333334 percent,35 degC,21.0 degree,19.215686274509803 percent,13.6 volt,67.0 kph,-0.18359375 milliampere,-0.2421875 milliampere,0.445 volt,0.165 volt,4.6875 percent,1.5625 percent,4.6875 percent,-0.78125 percent,
