date, COOLANT_TEMP, MAF, THROTTLE_POS, INTAKE_TEMP, TIMING_ADVANCE, ENGINE_LOAD, ELM_VOLTAGE, SPEED, O2_S1_WR_CURRENT, O2_S5_WR_CURRENT, O2_B1S2, O2_B2S2, SHORT_FUEL_TRIM_1, LONG_FUEL_TRIM_1, SHORT_FUEL_TRIM_2, LONG_FUEL_TRIM_2, 
2021-08-23_16:13:55.444090, 93 degC, 24.25 gps, 22.352941176470587 percent, 33 degC, 18.0 degree, 61.1764705882353 percent, 13.6 volt, 78.0 kph, 0.0234375 milliampere, 0.00390625 milliampere, 0.445 volt, 0.635 volt, 2.34375 percent, 5.46875 percent, 0.0 percent, 0.78125 percent, 
2021-08-23_16:13:55.944115, 93 degC, 24.75 gps, 22.352941176470587 percent, 33 degC, 20.0 degree, 61.1764705882353 percent, 13.7 volt, 80.0 kph, 0.0078125 milliampere, -0.00390625 milliampere, 0.445 volt, 0.635 volt, 0.78125 percent, 5.46875 percent, 0.0 percent, 0.78125 percent, 
2021-08-23_16:13:56.444055, 93 degC, 25.25 gps, 22.352941176470587 percent, 33 degC, 20.0 degree, 61.1764705882353 percent, 13.7 volt, 80.0 kph, 0.0078125 milliampere, -0.00390625 milliampere, 0.445 volt, 0.635 volt, 0.78125 percent, 5.46875 percent, 2.34375 percent, 0.78125 percent, 
2021-08-23_16:13:56.944019, 93 degC, 25.25 gps, 22.352941176470587 percent, 33 degC, 23.0 degree, 61.568627450980394 percent, 13.7 volt, 80.0 kph, -0.04296875 milliampere, -0.01953125 milliampere, 0.445 volt, 0.635 volt, -0.78125 percent, 5.46875 percent, 0.78125 percent, 0.78125 percent, 
2021-08-23_16:13:57.443957, 93 degC, 26.0 gps, 23.137254901960784 percent, 33 degC, 22.5 degree, 63.13725490196079 percent, 13.6 volt, 80.0 kph, -0.04296875 milliampere, -0.01953125 milliampere, 0.445 volt, 0.635 volt, -0.78125 percent, 5.46875 percent, 0.78125 percent, 0.78125 percent, 
2021-08-23_16:13:57.943926, 93 degC, 26.0 gps, 23.137254901960784 percent, 33 degC, 22.5 degree, 63.13725490196079 percent, 13.6 volt, 81.0 kph, 0.0234375 milliampere, -0.00390625 milliampere, 0.445 volt, 0.63 volt, 1.5625 percent, 5.46875 percent, 0.78125 percent, 0.78125 percent, 
2021-08-23_16:13:58.443924, 93 degC, 26.25 gps, 23.137254901960784 percent, 33 degC, 21.5 degree, 63.92156862745098 percent, 13.6 volt, 81.0 kph, 0.0078125 milliampere, -0.02734375 milliampere, 0.445 volt, 0.63 volt, 1.5625 percent, 5.46875 percent, 0.78125 percent, 0.78125 percent, 
2021-08-23_16:13:58.943859, 93 degC, 26.25 gps, 23.137254901960784 percent, 33 degC, 21.5 degree, 63.92156862745098 percent, 13.6 volt, 81.0 kph, 0.0078125 milliampere, -0.02734375 milliampere, 0.445 volt, 0.635 volt, 1.5625 percent, 5.46875 percent, 0.78125 percent, 0.78125 percent, 
2021-08-23_16:13:59.443395, 93 degC, 28.25 gps, 23.92156862745098 percent, 33 degC, 20.0 degree, 67.05882352941177 percent, 13.6 volt, 82.0 kph, -0.0703125 milliampere, -0.0390625 milliampere, 0.445 volt, 0.63 volt, 1.5625 percent, 5.46875 percent, 0.78125 percent, 0.78125 percent, 
2021-08-23_16:13:59.943362, 93 degC, 28.25 gps, 23.92156862745098 percent, 33 degC, 20.0 degree, 67.05882352941177 percent, 13.6 volt, 82.0 kph, -0.0703125 milliampere, -0.0390625 milliampere, 0.445 volt, 0.63 volt, -2.34375 percent, 5.46875 percent, 1.5625 percent, 0.78125 percent, 
2021-08-23_16:14:00.443344, 93 degC, 29.0 gps, 23.92156862745098 percent, 33 degC, 21.0 degree, 67.45098039215686 percent, 13.7 volt, 82.0 kph, -0.0546875 milliampere, -0.0390625 milliampere, 0.445 volt, 0.635 volt, -3.125 percent, 5.46875 percent, -3.125 percent, 0.78125 percent, 
2021-08-23_16:14:00.943391, 93 degC, 29.0 gps, 24.313725490196077 percent, 33 degC, 20.0 degree, 68.23529411764706 percent, 13.7 volt, 82.0 kph, -0.0546875 milliampere, -0.0390625 milliampere, 0.445 volt, 0.635 volt, -3.125 percent, 5.46875 percent, -3.125 percent, 0.78125 percent, 
2021-08-23_16:14:01.443428, 93 degC, 29.0 gps, 24.313725490196077 percent, 33 degC, 20.0 degree, 68.23529411764706 percent, 13.7 volt, 82.0 kph, -0.04296875 milliampere, -0.01171875 milliampere, 0.445 volt, 0.635 volt, -3.125 percent, 5.46875 percent, -2.34375 percent, 0.78125 percent, 
2021-08-23_16:14:01.943488, 93 degC, 29.25 gps, 24.705882352941178 percent, 33 degC, 15.5 degree, 69.41176470588235 percent, 13.6 volt, 82.0 kph, 0.02734375 milliampere, -0.03515625 milliampere, 0.445 volt, 0.635 volt, -3.125 percent, 5.46875 percent, -2.34375 percent, 0.78125 percent, 
2021-08-23_16:14:02.443365, 93 degC, 29.25 gps, 24.705882352941178 percent, 33 degC, 15.5 degree, 69.41176470588235 percent, 13.6 volt, 82.0 kph, 0.02734375 milliampere, -0.03515625 milliampere, 0.445 volt, 0.635 volt, -2.34375 percent, 5.46875 percent, -2.34375 percent, 0.78125 percent, 
2021-08-23_16:14:02.943353, 93 degC, 29.5 gps, 24.705882352941178 percent, 33 degC, 15.5 degree, 69.41176470588235 percent, 13.6 volt, 83.0 kph, -0.03515625 milliampere, -0.04296875 milliampere, 0.445 volt, 0.635 volt, -4.6875 percent, 5.46875 percent, -1.5625 percent, 0.78125 percent, 
2021-08-23_16:14:03.443335, 93 degC, 29.25 gps, 24.313725490196077 percent, 33 degC, 16.5 degree, 69.41176470588235 percent, 13.6 volt, 83.0 kph, -0.03515625 milliampere, -0.04296875 milliampere, 0.445 volt, 0.635 volt, -4.6875 percent, 5.46875 percent, -1.5625 percent, 0.78125 percent, 
2021-08-23_16:14:03.943343, 93 degC, 29.25 gps, 24.313725490196077 percent, 33 degC, 16.5 degree, 68.23529411764706 percent, 13.7 volt, 83.0 kph, -0.01953125 milliampere, -0.01171875 milliampere, 0.445 volt, 0.635 volt, -3.90625 percent, 5.46875 percent, -1.5625 percent, 0.78125 percent, 
2021-08-23_16:14:04.443361, 93 degC, 29.25 gps, 24.313725490196077 percent, 33 degC, 16.5 degree, 68.23529411764706 percent, 13.6 volt, 83.0 kph, -0.01171875 milliampere, -0.01171875 milliampere, 0.445 volt, 0.635 volt, -3.90625 percent, 5.46875 percent, -1.5625 percent, 0.78125 percent, 
2021-08-23_16:14:04.943369, 93 degC, 29.25 gps, 24.313725490196077 percent, 33 degC, 16.5 degree, 68.23529411764706 percent, 13.6 volt, 83.0 kph, -0.01171875 milliampere, -0.015625 milliampere, 0.445 volt, 0.63 volt, -3.90625 percent, 4.6875 percent, -3.125 percent, 0.78125 percent, 
2021-08-23_16:14:05.443365, 93 degC, 29.0 gps, 24.313725490196077 percent, 33 degC, 17.0 degree, 67.84313725490196 percent, 13.7 volt, 83.0 kph, -0.0234375 milliampere, -0.05859375 milliampere, 0.445 volt, 0.63 volt, -3.90625 percent, 4.6875 percent, -3.125 percent, 0.78125 percent, 
2021-08-23_16:14:05.943372, 93 degC, 29.0 gps, 24.313725490196077 percent, 33 degC, 17.0 degree, 67.84313725490196 percent, 13.7 volt, 83.0 kph, -0.0234375 milliampere, -0.05859375 milliampere, 0.445 volt, 0.635 volt, -2.34375 percent, 4.6875 percent, -3.125 percent, 0.78125 percent, 
2021-08-23_16:14:06.443335, 93 degC, 29.75 gps, 24.705882352941178 percent, 33 degC, 16.5 degree, 69.01960784313725 percent, 13.7 volt, 83.0 kph, 0.00390625 milliampere, -0.00390625 milliampere, 0.445 volt, 0.63 volt, -4.6875 percent, 4.6875 percent, -3.125 percent, 0.78125 percent, 
2021-08-23_16:14:06.943358, 93 degC, 29.75 gps, 24.705882352941178 percent, 33 degC, 16.5 degree, 69.01960784313725 percent, 13.7 volt, 83.0 kph, 0.00390625 milliampere, -0.00390625 milliampere, 0.445 volt, 0.63 volt, -4.6875 percent, 4.6875 percent, -0.78125 percent, 0.78125 percent, 
2021-08-23_16:14:07.443368, 93 degC, 29.75 gps, 24.705882352941178 percent, 33 degC, 17.0 degree, 69.01960784313725 percent, 13.6 volt, 83.0 kph, -0.046875 milliampere, -0.02734375 milliampere, 0.445 volt, 0.635 volt, -4.6875 percent, 4.6875 percent, -1.5625 percent, 0.78125 percent, 
2021-08-23_16:14:07.943372, 93 degC, 29.0 gps, 24.313725490196077 percent, 33 degC, 18.0 degree, 68.23529411764706 percent, 13.6 volt, 83.0 kph, -0.02734375 milliampere, -0.02734375 milliampere, 0.445 volt, 0.635 volt, -4.6875 percent, 4.6875 percent, -1.5625 percent, 0.78125 percent, 
2021-08-23_16:14:08.443312, 93 degC, 29.0 gps, 24.313725490196077 percent, 33 degC, 18.0 degree, 68.23529411764706 percent, 13.6 volt, 83.0 kph, -0.02734375 milliampere, -0.02734375 milliampere, 0.445 volt, 0.635 volt, -3.125 percent, 4.6875 percent, -3.90625 percent, 0.78125 percent, 
2021-08-23_16:14:08.943300, 93 degC, 29.5 gps, 24.313725490196077 percent, 33 degC, 18.0 degree, 67.84313725490196 percent, 13.7 volt, 83.0 kph, 0.01953125 milliampere, -0.01953125 milliampere, 0.445 volt, 0.635 volt, -3.125 percent, 4.6875 percent, -3.90625 percent, 0.78125 percent, 
2021-08-23_16:14:09.443320, 93 degC, 29.25 gps, 24.313725490196077 percent, 33 degC, 18.0 degree, 67.84313725490196 percent, 13.7 volt, 83.0 kph, 0.01953125 milliampere, -0.01953125 milliampere, 0.445 volt, 0.635 volt, -3.125 percent, 4.6875 percent, -3.125 percent, 0.78125 percent, 
2021-08-23_16:14:09.943520, 93 degC, 29.25 gps, 24.313725490196077 percent, 33 degC, 18.0 degree, 68.23529411764706 percent, 13.6 volt, 85.0 kph, -0.015625 milliampere, -0.03125 milliampere, 0.445 volt, 0.635 volt, -3.90625 percent, 4.6875 percent, -3.125 percent, 0.78125 percent, 
2021-08-23_16:14:10.443360, 93 degC, 30.0 gps, 24.705882352941178 percent, 33 degC, 14.0 degree, 68.23529411764706 percent, 13.6 volt, 85.0 kph, -0.015625 milliampere, -0.03125 milliampere, 0.445 volt, 0.635 volt, -3.90625 percent, 4.6875 percent, -1.5625 percent, 0.78125 percent, 
2021-08-23_16:14:10.943323, 93 degC, 30.0 gps, 24.705882352941178 percent, 33 degC, 14.0 degree, 69.41176470588235 percent, 13.7 volt, 85.0 kph, -0.0234375 milliampere, 0.02734375 milliampere, 0.445 volt, 0.63 volt, -3.125 percent, 4.6875 percent, -1.5625 percent, 0.0 percent, 
2021-08-23_16:14:11.443307, 93 degC, 31.25 gps, 25.098039215686274 percent, 33 degC, 14.0 degree, 70.58823529411765 percent, 13.6 volt, 85.0 kph, -0.0234375 milliampere, 0.02734375 milliampere, 0.445 volt, 0.63 volt, -3.125 percent, 4.6875 percent, -1.5625 percent, 0.0 percent, 
2021-08-23_16:14:11.943318, 93 degC, 31.25 gps, 25.098039215686274 percent, 33 degC, 14.0 degree, 70.58823529411765 percent, 13.6 volt, 85.0 kph, 0.0078125 milliampere, -0.0234375 milliampere, 0.445 volt, 0.63 volt, -1.5625 percent, 4.6875 percent, -2.34375 percent, 0.0 percent, 
2021-08-23_16:14:12.443300, 93 degC, 30.25 gps, 24.705882352941178 percent, 33 degC, 14.0 degree, 69.41176470588235 percent, 13.6 volt, 85.0 kph, 0.0 milliampere, -0.04296875 milliampere, 0.445 volt, 0.63 volt, -1.5625 percent, 4.6875 percent, -2.34375 percent, 0.0 percent, 
2021-08-23_16:14:12.943240, 93 degC, 30.25 gps, 24.705882352941178 percent, 33 degC, 14.0 degree, 69.41176470588235 percent, 13.6 volt, 85.0 kph, 0.0 milliampere, -0.04296875 milliampere, 0.445 volt, 0.64 volt, -2.34375 percent, 4.6875 percent, -3.125 percent, 0.0 percent, 
2021-08-23_16:14:13.443294, 93 degC, 30.5 gps, 24.705882352941178 percent, 33 degC, 14.0 degree, 69.41176470588235 percent, 13.7 volt, 85.0 kph, -0.02734375 milliampere, 0.03125 milliampere, 0.445 volt, 0.635 volt, -3.90625 percent, 4.6875 percent, -3.125 percent, 0.0 percent, 
2021-08-23_16:14:13.943299, 94 degC, 30.25 gps, 24.705882352941178 percent, 33 degC, 14.0 degree, 69.41176470588235 percent, 13.7 volt, 85.0 kph, -0.02734375 milliampere, 0.03125 milliampere, 0.445 volt, 0.635 volt, -3.90625 percent, 4.6875 percent, -0.78125 percent, 0.0 percent, 
2021-08-23_16:14:14.443345, 94 degC, 30.25 gps, 24.705882352941178 percent, 33 degC, 14.0 degree, 70.19607843137256 percent, 13.6 volt, 83.0 kph, -0.03515625 milliampere, -0.0078125 milliampere, 0.445 volt, 0.635 volt, -4.6875 percent, 3.90625 percent, -0.78125 percent, 0.0 percent, 
2021-08-23_16:14:14.943308, 94 degC, 31.0 gps, 25.098039215686274 percent, 33 degC, 14.0 degree, 70.19607843137256 percent, 13.6 volt, 83.0 kph, -0.03515625 milliampere, -0.0078125 milliampere, 0.445 volt, 0.635 volt, -4.6875 percent, 3.90625 percent, -3.125 percent, 0.0 percent, 
2021-08-23_16:14:15.443293, 94 degC, 31.0 gps, 25.098039215686274 percent, 33 degC, 14.0 degree, 70.58823529411765 percent, 13.6 volt, 83.0 kph, 0.015625 milliampere, 0.0 milliampere, 0.445 volt, 0.635 volt, -2.34375 percent, 3.90625 percent, -3.125 percent, 0.0 percent, 
2021-08-23_16:14:15.943340, 94 degC, 30.75 gps, 25.098039215686274 percent, 33 degC, 13.5 degree, 71.37254901960785 percent, 13.6 volt, 82.0 kph, 0.015625 milliampere, 0.0 milliampere, 0.445 volt, 0.635 volt, -2.34375 percent, 3.90625 percent, -3.125 percent, 0.0 percent, 
2021-08-23_16:14:16.443302, 94 degC, 30.75 gps, 25.098039215686274 percent, 33 degC, 13.5 degree, 71.37254901960785 percent, 13.6 volt, 82.0 kph, 0.05078125 milliampere, 0.0234375 milliampere, 0.445 volt, 0.63 volt, 0.0 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:16.943285, 94 degC, 31.0 gps, 25.49019607843137 percent, 33 degC, 12.5 degree, 72.94117647058823 percent, 13.6 volt, 82.0 kph, -0.0703125 milliampere, 0.0078125 milliampere, 0.445 volt, 0.63 volt, 0.0 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:17.443247, 94 degC, 31.0 gps, 25.49019607843137 percent, 33 degC, 12.5 degree, 72.94117647058823 percent, 13.6 volt, 82.0 kph, -0.0703125 milliampere, 0.0078125 milliampere, 0.445 volt, 0.63 volt, -2.34375 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:17.943367, 94 degC, 31.75 gps, 25.88235294117647 percent, 33 degC, 12.0 degree, 73.72549019607843 percent, 13.7 volt, 81.0 kph, -0.0234375 milliampere, -0.0390625 milliampere, 0.445 volt, 0.64 volt, -3.90625 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:18.443300, 94 degC, 30.75 gps, 25.88235294117647 percent, 33 degC, 12.0 degree, 73.72549019607843 percent, 13.7 volt, 81.0 kph, -0.0234375 milliampere, -0.0390625 milliampere, 0.445 volt, 0.64 volt, -3.90625 percent, 3.90625 percent, -2.34375 percent, 0.0 percent, 
2021-08-23_16:14:18.943301, 94 degC, 30.75 gps, 25.88235294117647 percent, 33 degC, 11.0 degree, 74.50980392156863 percent, 13.6 volt, 81.0 kph, -0.03515625 milliampere, -0.01171875 milliampere, 0.445 volt, 0.635 volt, -1.5625 percent, 3.90625 percent, -1.5625 percent, 0.0 percent, 
2021-08-23_16:14:19.443321, 94 degC, 31.0 gps, 26.274509803921568 percent, 33 degC, 10.5 degree, 76.47058823529412 percent, 13.6 volt, 81.0 kph, 0.0078125 milliampere, -0.01171875 milliampere, 0.445 volt, 0.635 volt, -1.5625 percent, 3.90625 percent, -1.5625 percent, 0.0 percent, 
2021-08-23_16:14:19.945003, 94 degC, 31.0 gps, 26.274509803921568 percent, 33 degC, 10.5 degree, 76.47058823529412 percent, 13.6 volt, 81.0 kph, 0.0078125 milliampere, -0.03125 milliampere, 0.445 volt, 0.635 volt, -1.5625 percent, 3.90625 percent, -0.78125 percent, 0.0 percent, 
2021-08-23_16:14:20.445008, 94 degC, 30.25 gps, 25.88235294117647 percent, 33 degC, 12.0 degree, 74.50980392156863 percent, 13.6 volt, 80.0 kph, -0.00390625 milliampere, 0.03515625 milliampere, 0.445 volt, 0.63 volt, -1.5625 percent, 3.90625 percent, -0.78125 percent, 0.0 percent, 
2021-08-23_16:14:20.944962, 94 degC, 31.25 gps, 26.274509803921568 percent, 33 degC, 12.0 degree, 74.50980392156863 percent, 13.6 volt, 80.0 kph, -0.00390625 milliampere, 0.03515625 milliampere, 0.445 volt, 0.63 volt, -2.34375 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:21.445000, 94 degC, 31.25 gps, 26.274509803921568 percent, 33 degC, 11.0 degree, 76.86274509803921 percent, 13.6 volt, 80.0 kph, -0.01171875 milliampere, 0.03125 milliampere, 0.445 volt, 0.625 volt, -2.34375 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:21.945740, 94 degC, 30.25 gps, 25.88235294117647 percent, 33 degC, 15.0 degree, 74.50980392156863 percent, 13.6 volt, 80.0 kph, -0.01171875 milliampere, 0.03125 milliampere, 0.445 volt, 0.625 volt, -2.34375 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:22.445799, 94 degC, 30.25 gps, 25.88235294117647 percent, 33 degC, 15.0 degree, 74.50980392156863 percent, 13.6 volt, 78.0 kph, -0.05078125 milliampere, -0.04296875 milliampere, 0.445 volt, 0.64 volt, -0.78125 percent, 3.90625 percent, -1.5625 percent, 0.0 percent, 
2021-08-23_16:14:22.945774, 94 degC, 30.5 gps, 26.274509803921568 percent, 33 degC, 12.0 degree, 76.07843137254902 percent, 13.7 volt, 78.0 kph, -0.00390625 milliampere, -0.01953125 milliampere, 0.445 volt, 0.64 volt, -0.78125 percent, 3.90625 percent, -1.5625 percent, 0.0 percent, 
2021-08-23_16:14:23.445740, 95 degC, 30.25 gps, 26.274509803921568 percent, 33 degC, 12.0 degree, 76.07843137254902 percent, 13.7 volt, 78.0 kph, -0.00390625 milliampere, -0.01953125 milliampere, 0.445 volt, 0.635 volt, 0.0 percent, 3.90625 percent, -1.5625 percent, 0.0 percent, 
2021-08-23_16:14:23.945761, 95 degC, 30.25 gps, 26.666666666666668 percent, 33 degC, 12.0 degree, 76.86274509803921 percent, 13.7 volt, 78.0 kph, -0.0390625 milliampere, 0.0 milliampere, 0.445 volt, 0.635 volt, -0.78125 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:24.445728, 95 degC, 29.75 gps, 26.274509803921568 percent, 33 degC, 12.0 degree, 76.86274509803921 percent, 13.6 volt, 77.0 kph, -0.0390625 milliampere, 0.0 milliampere, 0.445 volt, 0.635 volt, -0.78125 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:24.945668, 95 degC, 29.75 gps, 26.274509803921568 percent, 33 degC, 12.0 degree, 76.86274509803921 percent, 13.6 volt, 77.0 kph, 0.0390625 milliampere, -0.01171875 milliampere, 0.445 volt, 0.64 volt, -2.34375 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:25.445657, 95 degC, 30.5 gps, 26.666666666666668 percent, 33 degC, 12.0 degree, 78.43137254901961 percent, 13.7 volt, 77.0 kph, -0.06640625 milliampere, 0.00390625 milliampere, 0.445 volt, 0.635 volt, -2.34375 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:25.945641, 95 degC, 31.25 gps, 27.058823529411764 percent, 33 degC, 12.0 degree, 78.43137254901961 percent, 13.7 volt, 77.0 kph, -0.06640625 milliampere, 0.00390625 milliampere, 0.445 volt, 0.635 volt, -2.34375 percent, 3.90625 percent, 0.0 percent, 0.0 percent, 
2021-08-23_16:14:26.445532, 95 degC, 31.25 gps, 27.058823529411764 percent, 33 degC, 12.0 degree, 80.0 percent, 13.7 volt, 76.0 kph, 0.0 milliampere, 0.0 milliampere, 0.445 volt, 0.635 volt, -0.78125 percent, 3.90625 percent, -1.5625 percent, 0.0 percent, 
2021-08-23_16:14:26.945580, 95 degC, 29.5 gps, 26.666666666666668 percent, 33 degC, 12.5 degree, 78.43137254901961 percent, 13.7 volt, 76.0 kph, 0.0 milliampere, 0.0 milliampere, 0.445 volt, 0.635 volt, -0.78125 percent, 3.90625 percent, -1.5625 percent, 0.0 percent, 
2021-08-23_16:14:27.445526, 95 degC, 29.5 gps, 26.666666666666668 percent, 33 degC, 12.5 degree, 78.43137254901961 percent, 13.7 volt, 76.0 kph, -0.03515625 milliampere, -0.0234375 milliampere, 0.445 volt, 0.635 volt, 0.0 percent, 3.90625 percent, -0.78125 percent, 0.0 percent, 
2021-08-23_16:14:27.945567, 95 degC, 30.75 gps, 26.274509803921568 percent, 33 degC, 12.5 degree, 78.03921568627452 percent, 13.7 volt, 76.0 kph, 0.02734375 milliampere, -0.015625 milliampere, 0.445 volt, 0.64 volt, 0.0 percent, 3.90625 percent, -0.78125 percent, 0.0 percent, 
2021-08-23_16:14:28.445530, 95 degC, 30.75 gps, 26.274509803921568 percent, 33 degC, 12.5 degree, 78.03921568627452 percent, 13.7 volt, 76.0 kph, 0.02734375 milliampere, -0.015625 milliampere, 0.445 volt, 0.64 volt, -1.5625 percent, 3.90625 percent, -0.78125 percent, 0.0 percent, 
2021-08-23_16:14:28.945484, 95 degC, 28.75 gps, 25.88235294117647 percent, 33 degC, 14.0 degree, 75.68627450980392 percent, 13.6 volt, 76.0 kph, 0.02734375 milliampere, 0.01171875 milliampere, 0.445 volt, 0.635 volt, -2.34375 percent, 3.90625 percent, -0.78125 percent, 0.0 percent, 
2021-08-23_16:14:29.445374, 95 degC, 26.0 gps, 23.529411764705884 percent, 33 degC, 14.0 degree, 75.68627450980392 percent, 13.6 volt, 76.0 kph, 0.02734375 milliampere, 0.01171875 milliampere, 0.445 volt, 0.635 volt, -2.34375 percent, 3.90625 percent, -0.78125 percent, 0.0 percent, 
2021-08-23_16:14:29.945605, 95 degC, 26.0 gps, 23.529411764705884 percent, 33 degC, 18.5 degree, 65.88235294117646 percent, 13.7 volt, 76.0 kph, -0.078125 milliampere, -0.0234375 milliampere, 0.445 volt, 0.64 volt, -4.6875 percent, 3.90625 percent, -5.46875 percent, 0.0 percent, 
2021-08-23_16:14:30.445639, 95 degC, 20.0 gps, 19.607843137254903 percent, 33 degC, 24.5 degree, 52.549019607843135 percent, 13.6 volt, 76.0 kph, -0.078125 milliampere, -0.0234375 milliampere, 0.445 volt, 0.64 volt, -4.6875 percent, 3.90625 percent, -5.46875 percent, 0.0 percent, 
2021-08-23_16:14:30.945651, 95 degC, 20.0 gps, 19.607843137254903 percent, 33 degC, 24.5 degree, 52.549019607843135 percent, 13.6 volt, 76.0 kph, -0.03515625 milliampere, -0.0390625 milliampere, 0.445 volt, 0.645 volt, -3.90625 percent, 3.90625 percent, -6.25 percent, 0.0 percent, 
2021-08-23_16:14:31.445689, 96 degC, 19.0 gps, 19.607843137254903 percent, 33 degC, 22.5 degree, 51.372549019607845 percent, 13.7 volt, 75.0 kph, 0.03515625 milliampere, -0.01953125 milliampere, 0.445 volt, 0.645 volt, -3.90625 percent, 3.90625 percent, -6.25 percent, 0.0 percent, 
2021-08-23_16:14:31.945672, 96 degC, 19.75 gps, 19.607843137254903 percent, 33 degC, 22.5 degree, 51.372549019607845 percent, 13.7 volt, 75.0 kph, 0.03515625 milliampere, -0.01953125 milliampere, 0.445 volt, 0.645 volt, -2.34375 percent, 3.90625 percent, -2.34375 percent, 0.0 percent, 
2021-08-23_16:14:32.445652, 96 degC, 19.75 gps, 20.0 percent, 33 degC, 21.0 degree, 53.72549019607843 percent, 13.6 volt, 75.0 kph, 0.03515625 milliampere, 0.03515625 milliampere, 0.445 volt, 0.64 volt, -2.34375 percent, 3.125 percent, -0.78125 percent, 0.0 percent, 
