date, COOLANT_TEMP, MAF, THROTTLE_POS, INTAKE_TEMP, TIMING_ADVANCE, ENGINE_LOAD, ELM_VOLTAGE, SPEED, O2_S1_WR_CURRENT, O2_S5_WR_CURRENT, O2_B1S2, O2_B2S2, SHORT_FUEL_TRIM_1, LONG_FUEL_TRIM_1, SHORT_FUEL_TRIM_2, LONG_FUEL_TRIM_2, 
2021-08-23_16:23:27.768785, 95 degC, 39.75 gps, 26.666666666666668 percent, 33 degC, 19.5 degree, 62.745098039215684 percent, 13.7 volt, 67.0 kph, -0.12890625 milliampere, -0.03125 milliampere, 0.445 volt, 0.345 volt, 0.0 percent, 3.125 percent, 2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:28.268712, 95 degC, 39.75 gps, 26.666666666666668 percent, 33 degC, 19.5 degree, 62.745098039215684 percent, 13.7 volt, 67.0 kph, -0.12890625 milliampere, -0.08984375 milliampere, 0.445 volt, 0.64 volt, -0.78125 percent, 3.125 percent, 2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:28.768723, 95 degC, 38.75 gps, 25.88235294117647 percent, 33 degC, 20.0 degree, 61.1764705882353 percent, 13.7 volt, 67.0 kph, -0.0859375 milliampere, -0.10546875 milliampere, 0.445 volt, 0.685 volt, -1.5625 percent, 3.125 percent, 1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:29.268721, 95 degC, 59.25 gps, 32.15686274509804 percent, 33 degC, 7.5 degree, 73.33333333333333 percent, 13.6 volt, 67.0 kph, -0.0859375 milliampere, -0.10546875 milliampere, 0.445 volt, 0.685 volt, -1.5625 percent, 3.125 percent, 1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:29.768744, 95 degC, 59.25 gps, 32.15686274509804 percent, 33 degC, 7.5 degree, 73.33333333333333 percent, 13.6 volt, 67.0 kph, -0.55078125 milliampere, -0.8203125 milliampere, 0.445 volt, 0.71 volt, 0.0 percent, 3.125 percent, 3.125 percent, -0.78125 percent, 
2021-08-23_16:23:30.268781, 95 degC, 74.75 gps, 33.72549019607843 percent, 33 degC, 19.5 degree, 74.11764705882354 percent, 13.6 volt, 68.0 kph, 0.09375 milliampere, 0.1328125 milliampere, 0.445 volt, 0.58 volt, -3.125 percent, 3.125 percent, 0.78125 percent, -0.78125 percent, 
2021-08-23_16:23:30.768797, 95 degC, 78.5 gps, 32.549019607843135 percent, 33 degC, 24.5 degree, 70.98039215686275 percent, 13.6 volt, 68.0 kph, 0.09375 milliampere, 0.1328125 milliampere, 0.445 volt, 0.58 volt, -3.125 percent, 3.125 percent, 0.78125 percent, -0.78125 percent, 
2021-08-23_16:23:31.268974, 95 degC, 78.5 gps, 32.549019607843135 percent, 33 degC, 24.5 degree, 70.98039215686275 percent, 13.6 volt, 70.0 kph, -0.0234375 milliampere, -0.0234375 milliampere, 0.445 volt, 0.64 volt, -3.125 percent, 3.125 percent, 0.78125 percent, -0.78125 percent, 
2021-08-23_16:23:31.769031, 94 degC, 71.0 gps, 32.549019607843135 percent, 33 degC, 20.0 degree, 76.47058823529412 percent, 13.6 volt, 72.0 kph, -0.12890625 milliampere, -0.07421875 milliampere, 0.445 volt, 0.675 volt, -3.125 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:32.268966, 94 degC, 68.75 gps, 32.549019607843135 percent, 33 degC, 9.0 degree, 78.03921568627452 percent, 13.6 volt, 72.0 kph, -0.12890625 milliampere, -0.07421875 milliampere, 0.445 volt, 0.675 volt, -3.125 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:32.768901, 94 degC, 68.75 gps, 32.549019607843135 percent, 33 degC, 9.0 degree, 78.03921568627452 percent, 13.6 volt, 75.0 kph, -0.015625 milliampere, 0.0390625 milliampere, 0.445 volt, 0.515 volt, -2.34375 percent, 3.125 percent, 3.90625 percent, -0.78125 percent, 
2021-08-23_16:23:33.268882, 94 degC, 63.0 gps, 34.90196078431372 percent, 33 degC, 16.5 degree, 81.17647058823529 percent, 13.6 volt, 76.0 kph, -0.03515625 milliampere, -0.09375 milliampere, 0.445 volt, 0.51 volt, -2.34375 percent, 3.125 percent, 3.90625 percent, -0.78125 percent, 
2021-08-23_16:23:33.768791, 94 degC, 51.25 gps, 28.627450980392158 percent, 33 degC, 18.5 degree, 81.17647058823529 percent, 13.6 volt, 76.0 kph, -0.03515625 milliampere, -0.09375 milliampere, 0.445 volt, 0.51 volt, -2.34375 percent, 3.125 percent, 3.90625 percent, -0.78125 percent, 
2021-08-23_16:23:34.268702, 94 degC, 51.25 gps, 28.627450980392158 percent, 33 degC, 18.5 degree, 68.23529411764706 percent, 13.6 volt, 77.0 kph, 0.0078125 milliampere, -0.05078125 milliampere, 0.445 volt, 0.67 volt, -3.90625 percent, 3.125 percent, -1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:34.768673, 94 degC, 43.25 gps, 27.45098039215686 percent, 33 degC, 12.5 degree, 65.49019607843137 percent, 13.6 volt, 77.0 kph, 0.02734375 milliampere, 0.0234375 milliampere, 0.445 volt, 0.66 volt, -2.34375 percent, 3.125 percent, -1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:35.268593, 94 degC, 43.75 gps, 27.45098039215686 percent, 33 degC, 18.5 degree, 63.529411764705884 percent, 13.6 volt, 77.0 kph, 0.02734375 milliampere, 0.0234375 milliampere, 0.445 volt, 0.66 volt, -2.34375 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:35.768535, 94 degC, 43.75 gps, 27.45098039215686 percent, 33 degC, 18.5 degree, 63.529411764705884 percent, 13.6 volt, 78.0 kph, -0.05078125 milliampere, -0.0234375 milliampere, 0.445 volt, 0.66 volt, -3.90625 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:36.268564, 94 degC, 31.5 gps, 22.745098039215687 percent, 33 degC, 24.5 degree, 50.588235294117645 percent, 13.7 volt, 78.0 kph, 0.03515625 milliampere, 0.05078125 milliampere, 0.445 volt, 0.685 volt, -3.90625 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:36.768562, 94 degC, 22.75 gps, 20.392156862745097 percent, 33 degC, 23.0 degree, 50.588235294117645 percent, 13.7 volt, 78.0 kph, 0.03515625 milliampere, 0.05078125 milliampere, 0.445 volt, 0.685 volt, -3.90625 percent, 3.125 percent, -3.90625 percent, -0.78125 percent, 
2021-08-23_16:23:37.268654, 94 degC, 22.75 gps, 20.392156862745097 percent, 33 degC, 23.0 degree, 54.509803921568626 percent, 13.6 volt, 77.0 kph, 0.05078125 milliampere, 0.109375 milliampere, 0.445 volt, 0.68 volt, -2.34375 percent, 3.125 percent, -1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:37.768732, 94 degC, 9.5 gps, 14.901960784313726 percent, 33 degC, 6.5 degree, 32.549019607843135 percent, 13.7 volt, 77.0 kph, -0.140625 milliampere, -0.046875 milliampere, 0.445 volt, 0.685 volt, -6.25 percent, 3.125 percent, -1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:38.268731, 94 degC, 6.75 gps, 13.72549019607843 percent, 33 degC, 17.0 degree, 32.549019607843135 percent, 13.7 volt, 77.0 kph, -0.140625 milliampere, -0.046875 milliampere, 0.445 volt, 0.685 volt, -6.25 percent, 3.125 percent, -4.6875 percent, -0.78125 percent, 
2021-08-23_16:23:38.768816, 94 degC, 6.75 gps, 13.72549019607843 percent, 33 degC, 17.0 degree, 18.431372549019606 percent, 13.6 volt, 76.0 kph, -0.02734375 milliampere, 0.06640625 milliampere, 0.445 volt, 0.69 volt, -7.8125 percent, 3.125 percent, -3.90625 percent, -0.78125 percent, 
2021-08-23_16:23:39.268946, 94 degC, 6.75 gps, 13.72549019607843 percent, 33 degC, -4.5 degree, 18.03921568627451 percent, 13.6 volt, 73.0 kph, 0.02734375 milliampere, 0.0703125 milliampere, 0.445 volt, 0.68 volt, 0.0 percent, 3.125 percent, -3.90625 percent, -0.78125 percent, 
2021-08-23_16:23:39.768941, 94 degC, 16.5 gps, 18.431372549019606 percent, 33 degC, 21.0 degree, 37.64705882352941 percent, 13.6 volt, 73.0 kph, 0.02734375 milliampere, 0.0703125 milliampere, 0.445 volt, 0.68 volt, 0.0 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:40.268954, 94 degC, 16.5 gps, 18.431372549019606 percent, 33 degC, 21.0 degree, 37.64705882352941 percent, 13.7 volt, 75.0 kph, 0.28125 milliampere, -0.578125 milliampere, 0.445 volt, 0.41 volt, 0.0 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:40.769097, 95 degC, 19.0 gps, 18.431372549019606 percent, 33 degC, 32.0 degree, 41.1764705882353 percent, 13.7 volt, 71.0 kph, -0.359375 milliampere, -0.40625 milliampere, 0.445 volt, 0.565 volt, -5.46875 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:41.270267, 95 degC, 23.25 gps, 21.176470588235293 percent, 33 degC, 17.0 degree, 41.1764705882353 percent, 13.7 volt, 71.0 kph, -0.359375 milliampere, -0.40625 milliampere, 0.445 volt, 0.565 volt, -5.46875 percent, 3.125 percent, -5.46875 percent, -0.78125 percent, 
2021-08-23_16:23:41.770381, 95 degC, 23.25 gps, 21.176470588235293 percent, 33 degC, 17.0 degree, 54.90196078431372 percent, 13.7 volt, 71.0 kph, -0.00390625 milliampere, -0.046875 milliampere, 0.445 volt, 0.69 volt, -1.5625 percent, 3.125 percent, -2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:42.270495, 95 degC, 21.0 gps, 20.784313725490197 percent, 33 degC, 18.0 degree, 61.568627450980394 percent, 13.7 volt, 71.0 kph, -0.01171875 milliampere, 0.015625 milliampere, 0.445 volt, 0.685 volt, 2.34375 percent, 3.125 percent, -2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:42.770517, 95 degC, 21.25 gps, 20.784313725490197 percent, 33 degC, 20.0 degree, 61.568627450980394 percent, 13.7 volt, 71.0 kph, -0.01171875 milliampere, 0.015625 milliampere, 0.445 volt, 0.685 volt, 2.34375 percent, 3.125 percent, 1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:43.270534, 95 degC, 21.25 gps, 20.784313725490197 percent, 33 degC, 20.0 degree, 61.1764705882353 percent, 13.6 volt, 70.0 kph, -0.11328125 milliampere, -0.1015625 milliampere, 0.445 volt, 0.71 volt, 1.5625 percent, 3.125 percent, 1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:43.770782, 95 degC, 23.5 gps, 22.745098039215687 percent, 33 degC, 20.0 degree, 64.70588235294117 percent, 13.6 volt, 70.0 kph, -0.08984375 milliampere, -0.05859375 milliampere, 0.445 volt, 0.725 volt, 1.5625 percent, 3.125 percent, 1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:44.270871, 95 degC, 25.5 gps, 23.529411764705884 percent, 33 degC, 19.5 degree, 66.66666666666667 percent, 13.6 volt, 70.0 kph, -0.08984375 milliampere, -0.05859375 milliampere, 0.445 volt, 0.725 volt, 1.5625 percent, 3.125 percent, 0.78125 percent, -0.78125 percent, 
2021-08-23_16:23:44.770944, 95 degC, 25.5 gps, 23.529411764705884 percent, 33 degC, 19.5 degree, 66.66666666666667 percent, 13.6 volt, 70.0 kph, -0.08984375 milliampere, -0.16015625 milliampere, 0.445 volt, 0.73 volt, 1.5625 percent, 3.125 percent, 1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:45.271062, 96 degC, 26.5 gps, 23.92156862745098 percent, 33 degC, 19.5 degree, 66.27450980392157 percent, 13.6 volt, 70.0 kph, -0.06640625 milliampere, -0.015625 milliampere, 0.445 volt, 0.725 volt, 1.5625 percent, 3.125 percent, 1.5625 percent, -0.78125 percent, 
2021-08-23_16:23:45.771116, 96 degC, 27.0 gps, 23.92156862745098 percent, 33 degC, 20.0 degree, 66.66666666666667 percent, 13.6 volt, 70.0 kph, -0.06640625 milliampere, -0.015625 milliampere, 0.445 volt, 0.725 volt, 1.5625 percent, 3.125 percent, 2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:46.271196, 96 degC, 27.0 gps, 23.92156862745098 percent, 33 degC, 20.0 degree, 66.66666666666667 percent, 13.7 volt, 68.0 kph, -0.01171875 milliampere, -0.03125 milliampere, 0.445 volt, 0.725 volt, 0.78125 percent, 3.125 percent, 2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:46.771237, 96 degC, 26.0 gps, 23.529411764705884 percent, 33 degC, 20.0 degree, 66.66666666666667 percent, 13.7 volt, 68.0 kph, -0.08984375 milliampere, -0.01953125 milliampere, 0.445 volt, 0.725 volt, 0.0 percent, 3.125 percent, 2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:47.271292, 96 degC, 29.0 gps, 23.92156862745098 percent, 33 degC, 21.5 degree, 66.66666666666667 percent, 13.7 volt, 68.0 kph, -0.08984375 milliampere, -0.01953125 milliampere, 0.445 volt, 0.725 volt, 0.0 percent, 3.125 percent, 0.78125 percent, -0.78125 percent, 
2021-08-23_16:23:47.771298, 96 degC, 29.0 gps, 23.92156862745098 percent, 33 degC, 21.5 degree, 60.78431372549019 percent, 13.7 volt, 70.0 kph, -0.12109375 milliampere, -0.07421875 milliampere, 0.445 volt, 0.725 volt, -2.34375 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:48.271321, 96 degC, 35.75 gps, 24.313725490196077 percent, 33 degC, 21.5 degree, 56.07843137254902 percent, 13.6 volt, 68.0 kph, -0.05859375 milliampere, 0.0 milliampere, 0.445 volt, 0.71 volt, -2.34375 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:48.770366, 96 degC, 35.25 gps, 24.705882352941178 percent, 33 degC, 21.5 degree, 56.07843137254902 percent, 13.6 volt, 68.0 kph, -0.05859375 milliampere, 0.0 milliampere, 0.445 volt, 0.71 volt, -2.34375 percent, 3.125 percent, 0.0 percent, -0.78125 percent, 
2021-08-23_16:23:49.270369, 96 degC, 35.25 gps, 24.705882352941178 percent, 33 degC, 21.5 degree, 56.86274509803921 percent, 13.6 volt, 70.0 kph, -0.02734375 milliampere, 0.0078125 milliampere, 0.445 volt, 0.72 volt, -1.5625 percent, 3.125 percent, 0.78125 percent, -0.78125 percent, 
2021-08-23_16:23:49.770479, 96 degC, 34.75 gps, 24.313725490196077 percent, 33 degC, 22.5 degree, 56.470588235294116 percent, 13.7 volt, 70.0 kph, -0.03125 milliampere, -0.0078125 milliampere, 0.445 volt, 0.72 volt, -2.34375 percent, 3.125 percent, 0.78125 percent, -0.78125 percent, 
2021-08-23_16:23:50.270536, 96 degC, 34.5 gps, 24.313725490196077 percent, 33 degC, 22.5 degree, 56.470588235294116 percent, 13.7 volt, 70.0 kph, -0.03125 milliampere, -0.0078125 milliampere, 0.445 volt, 0.72 volt, -2.34375 percent, 3.125 percent, -2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:50.770584, 96 degC, 34.5 gps, 24.313725490196077 percent, 33 degC, 22.5 degree, 56.86274509803921 percent, 13.6 volt, 70.0 kph, 0.0234375 milliampere, -0.0234375 milliampere, 0.445 volt, 0.72 volt, -3.125 percent, 3.125 percent, -2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:51.270927, 96 degC, 59.5 gps, 38.8235294117647 percent, 33 degC, 14.0 degree, 87.84313725490196 percent, 13.6 volt, 71.0 kph, -0.26171875 milliampere, -0.0703125 milliampere, 0.445 volt, 0.735 volt, -3.125 percent, 3.125 percent, -2.34375 percent, -0.78125 percent, 
2021-08-23_16:23:51.770921, 96 degC, 59.25 gps, 41.1764705882353 percent, 33 degC, 13.5 degree, 87.84313725490196 percent, 13.6 volt, 71.0 kph, -0.26171875 milliampere, -0.0703125 milliampere, 0.445 volt, 0.735 volt, -8.59375 percent, 3.125 percent, 4.6875 percent, -0.78125 percent, 
2021-08-23_16:23:52.270964, 96 degC, 59.25 gps, 41.1764705882353 percent, 33 degC, 13.5 degree, 91.37254901960785 percent, 13.7 volt, 72.0 kph, -0.015625 milliampere, 0.01171875 milliampere, 0.445 volt, 0.75 volt, -6.25 percent, 3.125 percent, 4.6875 percent, -0.78125 percent, 
2021-08-23_16:23:52.771087, 96 degC, 59.0 gps, 41.96078431372549 percent, 33 degC, 12.5 degree, 91.76470588235294 percent, 13.7 volt, 73.0 kph, -0.0390625 milliampere, -0.01171875 milliampere, 0.445 volt, 0.765 volt, -6.25 percent, 3.125 percent, 4.6875 percent, -0.78125 percent, 
2021-08-23_16:23:53.271297, 96 degC, 59.25 gps, 42.745098039215684 percent, 33 degC, 12.5 degree, 91.76470588235294 percent, 13.7 volt, 73.0 kph, -0.0390625 milliampere, -0.01171875 milliampere, 0.445 volt, 0.765 volt, -6.25 percent, 3.125 percent, 6.25 percent, -0.78125 percent, 
2021-08-23_16:23:53.771352, 96 degC, 59.25 gps, 42.745098039215684 percent, 33 degC, 12.5 degree, 92.54901960784314 percent, 13.7 volt, 75.0 kph, -0.0859375 milliampere, -0.0546875 milliampere, 0.445 volt, 0.785 volt, -6.25 percent, 3.125 percent, 6.25 percent, -0.78125 percent, 
