RPM,FuelLoad,VE_Current,Lambda_Target,Lambda_Measured,Lambda_Error,CLT,MAT,Lambda_Error_Abs
2439.0,46.0,43.7075,1.0692307692307692,1.115,0.042805755395683466,76.0,-24.0,0.042805755395683466
2462.0,46.0,43.535,1.0692307692307692,1.1,0.028776978417266293,76.0,-24.0,0.028776978417266293
2443.0,46.0,43.677499999999995,1.0692307692307692,1.077,0.007266187050359695,76.0,-24.0,0.007266187050359695
2451.0,46.0,43.6175,1.0692307692307692,1.108,0.03625899280575551,76.0,-24.0,0.03625899280575551
2440.0,48.0,45.650000000000006,1.06,1.115,0.05188679245283013,76.0,-24.0,0.05188679245283013
2440.0,46.0,43.7,1.0692307692307692,1.108,0.03625899280575551,76.0,-24.0,0.03625899280575551
2447.0,47.0,44.618125,1.0646490384615386,1.108,0.04071854664998846,76.0,-24.0,0.04071854664998846
2439.0,47.0,44.683125,1.064610576923077,1.108,0.040756145033169495,76.0,-24.0,0.040756145033169495
2441.0,46.0,43.692499999999995,1.0692307692307692,1.115,0.042805755395683466,76.0,-24.0,0.042805755395683466
2434.0,48.0,45.7025,1.0599423076923076,1.115,0.05194404630150418,76.0,-24.0,0.05194404630150418
2429.0,46.0,43.7825,1.0692307692307692,1.0,-0.0647482014388489,76.0,-24.0,0.0647482014388489
2433.0,48.0,45.71124999999999,1.0599326923076924,1.1,0.037801747208186305,76.0,-24.0,0.037801747208186305
2431.0,47.0,44.748125,1.0645721153846155,1.1,0.03327898984333718,76.0,-24.0,0.03327898984333718
2435.0,46.0,43.7375,1.0692307692307692,1.0,-0.0647482014388489,76.0,-24.0,0.0647482014388489
2432.0,48.0,45.720000000000006,1.059923076923077,1.108,0.04535887945424201,76.0,-24.0,0.04535887945424201
2433.0,46.0,43.7525,1.0692307692307692,1.108,0.03625899280575551,76.0,-24.0,0.03625899280575551
2429.0,47.0,44.764375,1.0645625,1.085,0.019198027358656618,76.0,-24.0,0.019198027358656618
2427.0,47.0,44.780625,1.0645528846153847,1.108,0.040812547701951474,76.0,-24.0,0.040812547701951474
2424.0,46.0,43.82,1.0692307692307692,1.108,0.03625899280575551,76.0,-24.0,0.03625899280575551
2425.0,48.0,45.78125,1.059855769230769,1.1,0.03787706963030189,76.0,-24.0,0.03787706963030189
2422.0,47.0,44.82125,1.0645288461538462,1.1,0.033320988880960335,76.0,-24.0,0.033320988880960335
2424.0,47.0,44.805,1.0645384615384617,1.1,0.03331165546643541,76.0,-24.0,0.03331165546643541
2417.0,48.0,45.85125000000001,1.0597788461538462,1.108,0.045501147735830264,76.0,-24.0,0.045501147735830264
2421.0,46.0,43.8425,1.0692307692307692,1.1,0.028776978417266293,76.0,-24.0,0.028776978417266293
2410.0,48.0,45.912499999999994,1.0597115384615385,1.1,0.0380183286453135,76.0,-24.0,0.0380183286453135
2412.0,48.0,45.894999999999996,1.0597307692307691,1.077,0.016295866148876754,76.0,-24.0,0.016295866148876754
2414.0,46.0,43.895,1.0692307692307692,0.985,-0.07877697841726618,76.0,-24.0,0.07877697841726618
2405.0,48.0,45.956250000000004,1.0596634615384615,1.1,0.03806542352887815,76.0,-24.0,0.03806542352887815
2417.0,47.0,44.861875000000005,1.0645048076923076,1.092,0.025829091713825213,76.0,-24.0,0.025829091713825213
2412.0,46.0,43.91,1.0692307692307692,0.992,-0.07223021582733812,76.0,-24.0,0.07223021582733812
2410.0,48.0,45.912499999999994,1.0597115384615385,1.092,0.030469104436983942,76.0,-24.0,0.030469104436983942
2413.0,47.0,44.894375000000004,1.064485576923077,1.085,0.01927167781476236,76.0,-24.0,0.01927167781476236
2410.0,46.0,43.925,1.0692307692307692,1.1,0.028776978417266293,76.0,-24.0,0.028776978417266293
2409.0,49.0,46.915625,1.0549375,1.1,0.04271580069909355,76.0,-24.0,0.04271580069909355
2411.0,47.0,44.910625,1.0644759615384616,1.1,0.03337232567487618,76.0,-24.0,0.03337232567487618
2403.0,47.0,44.975625000000015,1.0644375,1.092,0.025893958076448977,76.0,-24.0,0.025893958076448977
2411.0,49.0,46.896874999999994,1.0549663461538463,1.1,0.042687289514339144,76.0,-24.0,0.042687289514339144
2403.0,47.0,44.975625000000015,1.0644375,1.1,0.0334096647290237,76.0,-24.0,0.0334096647290237
2406.0,46.0,43.955,1.0692307692307692,1.085,0.014748201438848911,76.0,-24.0,0.014748201438848911
2400.0,48.0,46.0,1.0596153846153846,1.092,0.03056261343012711,76.0,-24.0,0.03056261343012711
2397.0,47.0,44.964375000000004,1.064408653846154,1.092,0.02592176045745879,76.0,-24.0,0.02592176045745879
2407.0,47.0,44.943125,1.0644567307692308,1.077,0.011783728608399891,76.0,-24.0,0.011783728608399891
2401.0,49.0,46.99062500000001,1.0548221153846156,1.092,0.035245643860840455,76.0,-24.0,0.035245643860840455
2394.0,47.0,44.92875,1.064394230769231,1.008,-0.0529824656494757,76.0,-24.0,0.0529824656494757
2406.0,47.0,44.95125,1.0644519230769232,1.092,0.02588005745101759,76.0,-24.0,0.02588005745101759
2394.0,49.0,46.93625,1.0547211538461538,1.085,0.028707915872769846,76.0,-24.0,0.028707915872769846
2400.0,47.0,45.0,1.064423076923077,0.977,-0.08213188798554653,76.0,-24.0,0.08213188798554653
2397.0,48.0,45.96625,1.0595865384615386,1.092,0.030590669437461936,76.0,-24.0,0.030590669437461936
2398.0,48.0,45.9775,1.0595961538461538,1.085,0.023975026769995838,76.0,-24.0,0.023975026769995838
2394.0,47.0,44.92875,1.064394230769231,0.977,-0.08210701283684305,76.0,-24.0,0.08210701283684305
2393.0,47.0,44.916875,1.064389423076923,1.085,0.019363755854972794,76.0,-24.0,0.019363755854972794
2393.0,49.0,46.925625000000004,1.0547067307692308,1.092,0.035358899438870654,76.0,-24.0,0.035358899438870654
2392.0,47.0,44.904999999999994,1.0643846153846155,1.077,0.011852280118522665,76.0,-24.0,0.011852280118522665
2395.0,47.0,44.940625000000004,1.0643990384615385,1.085,0.01935454730233287,76.0,-24.0,0.01935454730233287
2392.0,47.0,44.904999999999994,1.0643846153846155,1.092,0.025944930259449283,76.0,-24.0,0.025944930259449283
2395.0,48.0,45.94375,1.0595673076923076,1.077,0.0164526521167023,76.0,-24.0,0.0164526521167023
2387.0,47.0,44.845625000000005,1.0643605769230768,1.085,0.019391382511168273,76.0,-24.0,0.019391382511168273
2392.0,47.0,44.904999999999994,1.0643846153846155,1.085,0.019368360193683473,76.0,-24.0,0.019368360193683473
2384.0,48.0,45.82,1.0594615384615385,1.077,0.016554127641036778,76.0,-24.0,0.016554127641036778
2386.0,47.0,44.833749999999995,1.0643557692307692,1.085,0.019395987099455204,76.0,-24.0,0.019395987099455204
2385.0,47.0,44.821875000000006,1.0643509615384616,1.085,0.019400591729340153,76.0,-24.0,0.019400591729340153
2384.0,49.0,46.83,1.0545769230769233,1.077,0.021262628104598745,76.0,-24.0,0.021262628104598745
2390.0,47.0,44.881249999999994,1.064375,1.077,0.011861421021726258,76.0,-24.0,0.011861421021726258
2382.0,47.0,44.786249999999995,1.0643365384615384,0.977,-0.08205725849436718,76.0,-24.0,0.08205725849436718
2384.0,49.0,46.83,1.0545769230769233,1.077,0.021262628104598745,76.0,-24.0,0.021262628104598745
2383.0,48.0,45.80875,1.059451923076923,1.069,0.009012279571258712,76.0,-24.0,0.009012279571258712
2380.0,47.0,44.762499999999996,1.0643269230769232,0.969,-0.08956545306712456,76.0,-24.0,0.08956545306712456
2380.0,48.0,45.775,1.059423076923077,1.069,0.009039753131239647,76.0,-24.0,0.009039753131239647
2380.0,49.0,46.787499999999994,1.054519230769231,1.077,0.021318500957417403,76.0,-24.0,0.021318500957417403
2378.0,47.0,44.73875000000001,1.0643173076923078,1.062,-0.0021772714542547746,76.0,-24.0,0.0021772714542547746
2381.0,47.0,44.774375,1.0643317307692308,1.077,0.011902557130015584,76.0,-24.0,0.011902557130015584
2377.0,49.0,46.755624999999995,1.0544759615384616,1.077,0.021360409609220695,76.0,-24.0,0.021360409609220695
2379.0,50.0,47.790000000000006,1.049596153846154,1.085,0.0337309221495445,76.0,-24.0,0.0337309221495445
2376.0,47.0,44.715,1.0643076923076924,1.077,0.011925411968776976,76.0,-24.0,0.011925411968776976
2378.0,48.0,45.7525,1.0594038461538462,1.085,0.02416090326562464,76.0,-24.0,0.02416090326562464
2381.0,50.0,47.809999999999995,1.0496346153846154,1.077,0.026071343507813975,76.0,-24.0,0.026071343507813975
2379.0,48.0,45.76375,1.0594134615384616,1.077,0.01660025957759635,76.0,-24.0,0.01660025957759635
2379.0,47.0,44.750625,1.0643221153846154,1.077,0.011911698941633969,76.0,-24.0,0.011911698941633969
2376.0,48.0,45.730000000000004,1.0593846153846154,1.077,0.016627940749346475,76.0,-24.0,0.016627940749346475
2379.0,49.0,46.776875,1.0545048076923078,1.077,0.0213324701258792,76.0,-24.0,0.0213324701258792
2370.0,47.0,44.643750000000004,1.0642788461538462,1.077,0.011952839138094548,76.0,-24.0,0.011952839138094548
2378.0,47.0,44.73875000000001,1.0643173076923078,1.069,0.004399714515444012,76.0,-24.0,0.004399714515444012
2373.0,48.0,45.69625,1.0593557692307694,0.954,-0.09945267896853145,76.0,-24.0,0.09945267896853145
2370.0,49.0,46.681250000000006,1.054375,1.069,0.01387077652637808,76.0,-24.0,0.01387077652637808
2372.0,47.0,44.66749999999999,1.0642884615384616,1.069,0.004426937462732336,76.0,-24.0,0.004426937462732336
2371.0,47.0,44.655625,1.064283653846154,0.962,-0.09610563262577317,76.0,-24.0,0.09610563262577317
2372.0,49.0,46.7025,1.0544038461538463,1.077,0.02143026500574495,76.0,-24.0,0.02143026500574495
2370.0,49.0,46.681250000000006,1.054375,1.069,0.01387077652637808,76.0,-24.0,0.01387077652637808
2370.0,47.0,44.643750000000004,1.0642788461538462,0.985,-0.07449067172606949,76.0,-24.0,0.07449067172606949
2370.0,47.0,44.643750000000004,1.0642788461538462,1.077,0.011952839138094548,76.0,-24.0,0.011952839138094548
2373.0,49.0,46.713125000000005,1.0544182692307693,1.077,0.02141629316201503,76.0,-24.0,0.02141629316201503
2367.0,48.0,45.62875,1.0592980769230769,1.077,0.016710993310156408,76.0,-24.0,0.016710993310156408
2368.0,48.0,45.64,1.0593076923076925,1.077,0.016701764577735593,76.0,-24.0,0.016701764577735593
2367.0,47.0,44.608124999999994,1.0642644230769231,1.069,0.004449624379424099,76.0,-24.0,0.004449624379424099
2369.0,50.0,47.690000000000005,1.0494038461538462,1.077,0.02629698180285503,76.0,-24.0,0.02629698180285503
2367.0,48.0,45.62875,1.0592980769230769,1.062,0.0025506730690679717,76.0,-24.0,0.0025506730690679717
2378.0,47.0,44.73875000000001,1.0643173076923078,1.069,0.004399714515444012,76.0,-24.0,0.004399714515444012
2370.0,47.0,44.643750000000004,1.0642788461538462,1.077,0.011952839138094548,76.0,-24.0,0.011952839138094548
2366.0,49.0,46.63875,1.0543173076923078,1.077,0.02151410409579644,76.0,-24.0,0.02151410409579644
2370.0,48.0,45.6625,1.059326923076923,1.077,0.01668330761550324,76.0,-24.0,0.01668330761550324
2365.0,47.0,44.584374999999994,1.0642548076923077,1.069,0.004458699433062953,76.0,-24.0,0.004458699433062953
2356.0,47.0,44.4775,1.0642115384615385,1.077,0.012016841648746751,76.0,-24.0,0.012016841648746751
2363.0,49.0,46.606875,1.0542740384615386,1.062,0.007328228958132839,76.0,-24.0,0.007328228958132839
2375.0,48.0,45.71875,1.059375,1.069,0.00908554572271386,76.0,-24.0,0.00908554572271386
2361.0,48.0,45.56125,1.0592403846153846,1.062,0.0026052777298681577,76.0,-24.0,0.0026052777298681577
2374.0,48.0,45.707499999999996,1.0593653846153845,0.962,-0.09190916187122185,76.0,-24.0,0.09190916187122185
2363.0,49.0,46.606875,1.0542740384615386,1.069,0.01396786888535207,76.0,-24.0,0.01396786888535207
2359.0,48.0,45.53875,1.059221153846154,1.062,0.002623480605306775,76.0,-24.0,0.002623480605306775
2360.0,48.0,45.55,1.0592307692307692,0.962,-0.09179375453885258,76.0,-24.0,0.09179375453885258
2354.0,47.0,44.45375,1.064201923076923,1.054,-0.009586454276859642,76.0,-24.0,0.009586454276859642
2366.0,50.0,47.66,1.049346153846154,1.069,0.018729611846204468,76.0,-24.0,0.018729611846204468
2363.0,48.0,45.58375,1.0592596153846154,1.069,0.009195464902008744,76.0,-24.0,0.009195464902008744
2366.0,48.0,45.6175,1.0592884615384615,1.077,0.016720222210119314,76.0,-24.0,0.016720222210119314
2364.0,48.0,45.595,1.059269230769231,1.077,0.016738680512689837,76.0,-24.0,0.016738680512689837
2363.0,50.0,47.63,1.0492884615384617,1.062,0.012114436522918387,76.0,-24.0,0.012114436522918387
2354.0,49.0,46.51125,1.0541442307692308,1.077,0.02168182357179987,76.0,-24.0,0.02168182357179987
2359.0,48.0,45.53875,1.059221153846154,1.062,0.002623480605306775,76.0,-24.0,0.002623480605306775
2357.0,47.0,44.489374999999995,1.0642163461538463,1.069,0.004495001287512743,76.0,-24.0,0.004495001287512743
2347.0,50.0,47.47,1.0489807692307693,1.077,0.0267109098575539,76.0,-24.0,0.0267109098575539
2363.0,50.0,47.63,1.0492884615384617,1.069,0.018785623957626788,76.0,-24.0,0.018785623957626788
2358.0,48.0,45.5275,1.0592115384615384,1.062,0.002632582290891403,76.0,-24.0,0.002632582290891403
2353.0,47.0,44.44187500000001,1.0641971153846155,1.062,-0.0020645755874101903,76.0,-24.0,0.0020645755874101903
2346.0,49.0,46.42625,1.0540288461538463,1.069,0.014203742052016353,76.0,-24.0,0.014203742052016353
2350.0,50.0,47.5,1.0490384615384616,1.069,0.01902841429880834,76.0,-24.0,0.01902841429880834
2351.0,48.0,45.448750000000004,1.0591442307692307,0.954,-0.09927281640656914,76.0,-24.0,0.09927281640656914
2356.0,48.0,45.505,1.0591923076923078,1.069,0.009259595482769773,76.0,-24.0,0.009259595482769773
2355.0,47.0,44.465624999999996,1.064206730769231,1.062,-0.0020735921935353336,76.0,-24.0,0.0020735921935353336
2345.0,49.0,46.415625,1.0540144230769233,0.938,-0.11006910392957352,76.0,-24.0,0.11006910392957352
2344.0,50.0,47.44,1.048923076923077,1.062,0.012466999119976445,76.0,-24.0,0.012466999119976445
2343.0,49.0,46.394375,1.053985576923077,1.069,0.0142453781205952,76.0,-24.0,0.0142453781205952
2344.0,48.0,45.37,1.059076923076923,1.069,0.009369552585705985,76.0,-24.0,0.009369552585705985
2347.0,48.0,45.40375,1.0591057692307693,1.054,-0.00482083034490271,76.0,-24.0,0.00482083034490271
2350.0,50.0,47.5,1.0490384615384616,1.062,0.012355637030247486,76.0,-24.0,0.012355637030247486
2347.0,50.0,47.47,1.0489807692307693,1.069,0.01908445927365377,76.0,-24.0,0.01908445927365377
2341.0,49.0,46.373125,1.0539567307692308,1.077,0.021863581832198196,76.0,-24.0,0.021863581832198196
2342.0,48.0,45.3475,1.0590576923076922,1.062,0.002778231737212117,76.0,-24.0,0.002778231737212117
2337.0,48.0,45.29125,1.0590096153846154,1.077,0.016987933210456056,76.0,-24.0,0.016987933210456056
2340.0,48.0,45.325,1.0590384615384614,1.077,0.016960232431451,76.0,-24.0,0.016960232431451
2340.0,50.0,47.4,1.0488461538461538,1.046,-0.002713604693802594,76.0,-24.0,0.002713604693802594
2341.0,48.0,45.33625,1.059048076923077,1.077,0.016950999173786205,76.0,-24.0,0.016950999173786205
2337.0,48.0,45.29125,1.0590096153846154,1.054,-0.004730472048448677,76.0,-24.0,0.004730472048448677
2335.0,48.0,45.26875,1.0589903846153847,0.962,-0.09158759703999651,76.0,-24.0,0.09158759703999651
2334.0,50.0,47.34,1.0487307692307692,1.077,0.02695566068874458,76.0,-24.0,0.02695566068874458
2332.0,51.0,48.04333333333333,1.0474102564102565,1.062,0.01392934955568061,76.0,-24.0,0.01392934955568061
2336.0,49.0,46.32,1.0538846153846153,0.954,-0.09477756286266922,76.0,-24.0,0.09477756286266922
2335.0,48.0,45.26875,1.0589903846153847,1.069,0.009452036137467479,76.0,-24.0,0.009452036137467479
2330.0,48.0,45.2125,1.0589423076923077,1.054,-0.0046672114773449016,76.0,-24.0,0.0046672114773449016
2331.0,48.0,45.22375,1.058951923076923,1.038,-0.01978552814375606,76.0,-24.0,0.01978552814375606
2339.0,50.0,47.39,1.0488269230769232,1.069,0.01923394268321739,76.0,-24.0,0.01923394268321739
2328.0,50.0,47.28,1.0486153846153847,1.062,0.012764084507042198,76.0,-24.0,0.012764084507042198
2326.0,49.0,46.21375,1.0537403846153848,1.069,0.014481380430517462,76.0,-24.0,0.014481380430517462
2331.0,48.0,45.22375,1.058951923076923,1.077,0.017043339295929334,76.0,-24.0,0.017043339295929334
2317.0,48.0,45.06625,1.0588173076923078,1.077,0.01717264364267088,76.0,-24.0,0.01717264364267088
2329.0,48.0,45.20125,1.0589326923076923,1.077,0.01706180933269166,76.0,-24.0,0.01706180933269166
2329.0,50.0,47.290000000000006,1.0486346153846156,1.062,0.012745511562654624,76.0,-24.0,0.012745511562654624
2323.0,51.0,47.96083333333333,1.0472371794871795,1.077,0.02842032454137557,76.0,-24.0,0.02842032454137557
2332.0,49.0,46.2775,1.053826923076923,1.077,0.02198945236226937,76.0,-24.0,0.02198945236226937
2324.0,48.0,45.144999999999996,1.0588846153846154,1.077,0.01710798735970353,76.0,-24.0,0.01710798735970353
2334.0,48.0,45.2575,1.0589807692307691,1.0,-0.05569578876641172,76.0,-24.0,0.05569578876641172
2331.0,50.0,47.31,1.048673076923077,1.054,0.005079679448387142,76.0,-24.0,0.005079679448387142
2325.0,51.0,47.979166666666664,1.0472756410256412,1.062,0.014059678653404637,76.0,-24.0,0.014059678653404637
2316.0,50.0,47.16,1.0483846153846152,0.962,-0.08239782816053993,76.0,-24.0,0.08239782816053993
2320.0,50.0,47.2,1.0484615384615386,1.077,0.02721936903888468,76.0,-24.0,0.02721936903888468
2323.0,49.0,46.181875000000005,1.0536971153846153,1.069,0.014523039298440963,76.0,-24.0,0.014523039298440963
2320.0,49.0,46.15,1.0536538461538463,0.954,-0.09457930279248052,76.0,-24.0,0.09457930279248052
2323.0,48.0,45.13375,1.058875,1.077,0.017117223468303574,76.0,-24.0,0.017117223468303574
2317.0,48.0,45.06625,1.0588173076923078,1.077,0.01717264364267088,76.0,-24.0,0.01717264364267088
2320.0,51.0,47.93333333333334,1.0471794871794873,1.062,0.014152791380998977,76.0,-24.0,0.014152791380998977
2329.0,50.0,47.290000000000006,1.0486346153846156,1.077,0.027049826697720273,76.0,-24.0,0.027049826697720273
2318.0,50.0,47.18,1.0484230769230771,1.077,0.027257052716533753,76.0,-24.0,0.027257052716533753
2323.0,49.0,46.181875000000005,1.0536971153846153,1.077,0.02211535390497748,76.0,-24.0,0.02211535390497748
2322.0,48.0,45.1225,1.0588653846153846,1.077,0.017126459744646823,76.0,-24.0,0.017126459744646823
2310.0,48.0,44.9875,1.05875,1.077,0.017237308146398938,76.0,-24.0,0.017237308146398938
2324.0,50.0,47.24,1.0485384615384614,1.077,0.027144009977257796,76.0,-23.0,0.027144009977257796
2317.0,51.0,47.905833333333334,1.047121794871795,1.069,0.020893658441025576,76.0,-23.0,0.020893658441025576
2311.0,49.0,46.054375,1.0535240384615385,1.077,0.02228327089028114,76.0,-23.0,0.02228327089028114
2327.0,49.0,46.224374999999995,1.0537548076923078,1.077,0.022059393834319454,76.0,-23.0,0.022059393834319454
2312.0,49.0,46.065,1.0535384615384618,1.077,0.022269275700934326,76.0,-23.0,0.022269275700934326
2316.0,48.0,45.055,1.0588076923076923,1.062,0.00301500236114645,76.0,-23.0,0.00301500236114645
2322.0,48.0,45.1225,1.0588653846153846,1.077,0.017126459744646823,76.0,-23.0,0.017126459744646823
2308.0,51.0,47.82333333333333,1.046948717948718,1.077,0.0287036810266708,76.0,-23.0,0.0287036810266708
2314.0,51.0,47.87833333333333,1.0470641025641028,1.077,0.02859031969732195,76.0,-23.0,0.02859031969732195
2316.0,50.0,47.16,1.0483846153846152,1.069,0.019663951867341784,76.0,-23.0,0.019663951867341784
2308.0,50.0,47.08,1.0482307692307693,0.962,-0.0822631540324357,76.0,-23.0,0.0822631540324357
2317.0,49.0,46.118125,1.053610576923077,1.062,0.007962546372136062,76.0,-23.0,0.007962546372136062
2312.0,48.0,45.01,1.058769230769231,1.062,0.003051438535309425,76.0,-23.0,0.003051438535309425
2310.0,48.0,44.9875,1.05875,0.969,-0.08476977567886668,76.0,-23.0,0.08476977567886668
2317.0,48.0,45.06625,1.0588173076923078,1.077,0.01717264364267088,76.0,-23.0,0.01717264364267088
2311.0,51.0,47.85083333333333,1.0470064102564103,1.069,0.02100616531870466,76.0,-23.0,0.02100616531870466
2316.0,50.0,47.16,1.0483846153846152,0.962,-0.08239782816053993,76.0,-23.0,0.08239782816053993
2314.0,50.0,47.14,1.048346153846154,1.085,0.03496349561580489,76.0,-23.0,0.03496349561580489
2311.0,49.0,46.054375,1.0535240384615385,1.069,0.014689708989517672,76.0,-23.0,0.014689708989517672
2314.0,49.0,46.08625,1.0535673076923078,1.077,0.022241286471785297,76.0,-23.0,0.022241286471785297
2312.0,48.0,45.01,1.058769230769231,1.077,0.017218831734960596,76.0,-23.0,0.017218831734960596
2308.0,49.0,46.0225,1.0534807692307693,1.077,0.022325258757598353,76.0,-23.0,0.022325258757598353
2312.0,51.0,47.86,1.047025641025641,1.077,0.028628104030954477,76.0,-23.0,0.028628104030954477
2312.0,51.0,47.86,1.047025641025641,1.069,0.020987412450408846,76.0,-23.0,0.020987412450408846
2306.0,51.0,47.80500000000001,1.0469102564102564,1.077,0.028741473689366758,76.0,-23.0,0.028741473689366758
2313.0,51.0,47.869166666666665,1.047044871794872,1.085,0.03624976276333253,76.0,-23.0,0.03624976276333253
2313.0,49.0,46.075625,1.0535528846153845,1.077,0.02225528089477458,76.0,-23.0,0.02225528089477458
2307.0,49.0,46.011875,1.0534663461538463,1.077,0.02233925547984888,76.0,-23.0,0.02233925547984888
2308.0,49.0,46.0225,1.0534807692307693,1.077,0.022325258757598353,76.0,-23.0,0.022325258757598353
2307.0,48.0,44.95375,1.0587211538461538,1.062,0.003096987475819034,76.0,-23.0,0.003096987475819034
2307.0,50.0,47.07,1.0482115384615385,1.077,0.027464362375474657,76.0,-23.0,0.027464362375474657
2301.0,51.0,47.759166666666665,1.046814102564103,1.077,0.02883596749600399,76.0,-24.0,0.02883596749600399
2309.0,51.0,47.8325,1.0469679487179488,1.077,0.028684785736589617,76.0,-24.0,0.028684785736589617
2303.0,51.0,47.777499999999996,1.0468525641025643,0.962,-0.08105493267364344,76.0,-24.0,0.08105493267364344
2307.0,49.0,46.011875,1.0534663461538463,1.077,0.02233925547984888,76.0,-24.0,0.02233925547984888
2310.0,49.0,46.04375,1.0535096153846155,1.062,0.008059142974489954,76.0,-24.0,0.008059142974489954
2300.0,49.0,45.9375,1.0533653846153848,0.946,-0.10192606115928816,76.0,-24.0,0.10192606115928816
2311.0,49.0,46.054375,1.0535240384615385,1.077,0.02228327089028114,76.0,-24.0,0.02228327089028114
2308.0,48.0,44.965,1.0587307692307693,1.062,0.0030878773567770135,76.0,-24.0,0.0030878773567770135
2299.0,50.0,46.99,1.0480576923076923,0.962,-0.08211159837795191,76.0,-24.0,0.08211159837795191
2302.0,51.0,47.76833333333333,1.0468333333333335,1.077,0.028817067345963808,76.0,-24.0,0.028817067345963808
2298.0,51.0,47.73166666666667,1.0467564102564104,1.069,0.021250015309809096,76.0,-24.0,0.021250015309809096
2300.0,50.0,47.0,1.0480769230769231,1.062,0.013284403669724774,76.0,-24.0,0.013284403669724774
2300.0,50.0,47.0,1.0480769230769231,1.062,0.013284403669724774,76.0,-24.0,0.013284403669724774
2305.0,49.0,45.990625,1.0534375000000002,1.077,0.02236725007416169,76.0,-24.0,0.02236725007416169
2296.0,49.0,45.895,1.0533076923076923,1.077,0.02249324472358138,76.0,-24.0,0.02249324472358138
2305.0,49.0,45.990625,1.0534375000000002,1.077,0.02236725007416169,76.0,-24.0,0.02236725007416169
2306.0,48.0,44.9425,1.0587115384615384,1.077,0.017274262982943704,76.0,-24.0,0.017274262982943704
2291.0,50.0,46.91,1.0479038461538461,1.077,0.02776605310968782,76.0,-24.0,0.02776605310968782
2301.0,51.0,47.759166666666665,1.046814102564103,1.077,0.02883596749600399,76.0,-24.0,0.02883596749600399
2298.0,51.0,47.73166666666667,1.0467564102564104,1.077,0.028892672112875963,76.0,-24.0,0.028892672112875963
2292.0,51.0,47.67666666666667,1.0466410256410257,1.062,0.014674538817707455,76.0,-24.0,0.014674538817707455
2300.0,50.0,47.0,1.0480769230769231,1.077,0.027596330275229265,76.0,-24.0,0.027596330275229265
2297.0,50.0,46.97,1.0480192307692309,1.077,0.027652898324678283,76.0,-24.0,0.027652898324678283
2293.0,50.0,46.93,1.0479423076923078,1.077,0.02772833207934951,76.0,-24.0,0.02772833207934951
2294.0,49.0,45.87375,1.0532788461538463,0.954,-0.0942569448882155,76.0,-24.0,0.0942569448882155
2294.0,49.0,45.87375,1.0532788461538463,1.077,0.022521247751983133,76.0,-24.0,0.022521247751983133
2287.0,49.0,45.799375,1.0531778846153848,1.069,0.015023212712440647,76.0,-24.0,0.015023212712440647
2296.0,49.0,45.895,1.0533076923076923,0.969,-0.08004089680858834,76.0,-24.0,0.08004089680858834
2283.0,51.0,47.59416666666667,1.046467948717949,1.077,0.02917628898186184,76.0,-24.0,0.02917628898186184
2287.0,51.0,47.630833333333335,1.046544871794872,1.077,0.029100642529446483,76.0,-24.0,0.029100642529446483
2294.0,51.0,47.695,1.0466794871794873,1.077,0.02896828799255257,76.0,-24.0,0.02896828799255257
2288.0,52.0,48.4,1.0452820512820513,1.069,0.022690477358583053,76.0,-24.0,0.022690477358583053
2291.0,51.0,47.667500000000004,1.046621794871795,1.077,0.029025007196535623,76.0,-24.0,0.029025007196535623
2286.0,51.0,47.62166666666666,1.0465256410256412,1.077,0.02911955310000105,76.0,-24.0,0.02911955310000105
2287.0,50.0,46.87,1.047826923076923,1.077,0.0278415034778938,76.0,-24.0,0.0278415034778938
2287.0,50.0,46.87,1.047826923076923,1.077,0.0278415034778938,76.0,-24.0,0.0278415034778938
2281.0,50.0,46.81,1.0477115384615385,1.077,0.02795469980360115,76.0,-24.0,0.02795469980360115
2286.0,50.0,46.86,1.0478076923076924,1.069,0.020225378996439277,76.0,-24.0,0.020225378996439277
2281.0,49.0,45.735625,1.0530913461538463,0.962,-0.08649899791365177,76.0,-24.0,0.08649899791365177
2289.0,49.0,45.820625,1.053206730769231,1.062,0.008349043899811313,76.0,-24.0,0.008349043899811313
2286.0,49.0,45.78875,1.0531634615384615,1.077,0.022633275205653273,76.0,-24.0,0.022633275205653273
2284.0,49.0,45.7675,1.0531346153846155,1.069,0.015064916092982328,76.0,-24.0,0.015064916092982328
2283.0,51.0,47.59416666666667,1.046467948717949,1.077,0.02917628898186184,76.0,-24.0,0.02917628898186184
2284.0,51.0,47.603333333333325,1.0464871794871797,1.077,0.0291573763261703,76.0,-24.0,0.0291573763261703
2281.0,51.0,47.575833333333335,1.0464294871794872,1.077,0.029214116378650123,76.0,-24.0,0.029214116378650123
2280.0,52.0,48.333333333333336,1.0451282051282051,1.077,0.030495583905789932,76.0,-24.0,0.030495583905789932
2280.0,51.0,47.56666666666666,1.0464102564102566,1.077,0.0292330311198233,76.0,-24.0,0.0292330311198233
2277.0,51.0,47.53916666666667,1.0463525641025642,1.077,0.029289779514920473,76.0,-24.0,0.029289779514920473
2281.0,51.0,47.575833333333335,1.0464294871794872,1.062,0.014879657933265117,76.0,-24.0,0.014879657933265117
2282.0,50.0,46.82,1.0477307692307694,0.969,-0.07514408428471803,76.0,-24.0,0.07514408428471803
2276.0,50.0,46.76,1.0476153846153848,1.069,0.020412658785519965,76.0,-24.0,0.020412658785519965
